en;ru;kk;translation_key;is_preload
1 symbol;1 символ;1 символ;common_field_1symbol;0
Request for re-issue of the certificate is created. Wait the manager's response;Запрос на перевыпуск сертификата создан. Ожидайте ответ менеджера;Сертификатты қайта шығаруға сұраным  жасалды. Менеджерден жауап күтіңіз;certReqCreated;0
Name of the manager;ФИО менеджера;Менеджердің аты-жөні;managerInitials;0
Save and go to the list;Сохранить и перейти в список;Сақтау және тізімге көшу;createDemandType_saveAndGo;0
Dear {0};Dear {0};Dear {0};email.reset.greeting;0
View and Editing the bank;Просмотр и редактирование банка;Банкіні қарау және редакциялау;viewingEditingBank;0
Name;Название;Атауы;common_name;0
You using technological key. Shoould reissue for a year?;Вы используете технологический ключ. Перевыпустить на год?;Сіз технологиялық кілтті пайдаланасыз. Бір жылға қайта шығару керек пе?;reissuanceMessage;0
Base currency;Базовая валюта;Базалық  валюта;exchangeRates_baseCurrency;0
Algorithm;Алгоритм;Алгоритм;algorithm;0
Total balance;Суммарный остаток;Сомаланған қалдық;sum_balance;0
Default value;Значение по умолчанию;Үнсіздік бойынша мәні;options_default;0
history;история;тарих;paymentOrder_history;0
This payment destination already exists;Такое назначение платежа уже существует;Мұндай төлем арналымы бұрыннан бар;paymentOrder_purposeAlreadyExist;0
Create a calendar;Создание календаря;Күнтізбе жасау;calendarCreating;0
Directories;Справочники;Анықтамалықтар;navigation_commonHandbooks;0
Error of setting fields;Ошибка при установки полей;Жолдарды орнатқандағы қате;Error_in_setFields;0
Lookup;Просмотр;Қарау;common_view;0
First value;Первое значение;Бірінші мәні;firstValue;0
Inactive;Неактивен;Активті емес;key_inactive;0
Final state;Конечное состояние;Соңғы күйі;documentHistory_endState;0
Days with special schedule ;Дни со специальным графиком;Арнайы кестемен күндер;daysWithASpecialSchedule;0
On delay;На просрочке;Мерзімі кешіктірілуде;ps_Overdie;0
Phone change;Изменение телефона;Телефонды  өзгерту;personal_changingPhone;0
Date;Дата;Күні;EventsExcelCreator.EventDateTime;0
Contract accession number date;Дата учетного номера контракта;Келісім-шарттың есептік нөмірі күні;common_contractAuditDate;0
Search;Поиск;Іздеу;common_search;0
Create a new City;Создать новый Город;жаңа Қала жасау;createNewCity;0
Account;Счет;Шот;invoice_account;0
Currency ID should be a digit;ИД валюты должно быть цифрой;Валютаның СД сан болуы тиіс;exchangeRate.currency.id.mustBeNumeric;0
Sales rate;Курс продажи;Сату бағамы;exchangeRates_courseSale;0
here;здесь;осы жерде;notFound_here;0
Editing;Редактировать;Редакциялау;action_toDraft;0
Yes;Да;Иә;boolean_true;0
Creation/processing date;Дата создания/обработки;Жасау/өңдеу күні;dateCreateProcessing;0
Address;Адрес;Мекенжай;common_address;0
Status;Статус;Мәртебе;sessions_isactive;0
Empowerments will be replaced in;Полномочия сменятся через;Уәкілеттілігі ... кейін өзгереді;mainbar_authorityChanges;0
Standing orders ;Длительные поручения;Ұзақ тапсырмалар ;navigation_standingOrders;0
Blocking characteristic;Признак блокировки;Бұғаттау белгісі;organization.grid.column.status;0
External system;Внешняя система;Сыртқы жүйесі;externalSystem;0
Employee list is empty;Список сотрудников не заполнен;Қызметкерлер тізімі толтырылмаған;paymentOrder_employeesListEmpty;0
User menu;Меню пользователя;Пайдаланушының мәзірі;navigation_menutree_customer;0
Filter settings for standing orders;Настройки фильтра длительных поручений;Ұзақ тапсырмалар сүзгісін баптаулар;standing_order_filter;0
There are no authorization factors;Отсутствуют факторы авторизации;Авторландыру факторлары жоқ;signature.noAuthFactors;0
BIC International;БИК международный;БСК халықаралық;bikInt;0
Log on after;Вход после;кейін кіру;sessions_filterfrom;0
Selected file;Выбранный файл;Таңдалған файл;common_selectedFile;0
Service channel (Web, mob);Канал обслуживания (Web, mob);Қызмет көрсету арнасы (Web, mob);events_servicechannel;0
IIN/BIN;ИИН/БИН;ЖСН/БСН;paymentOrder_taxCode;0
Key for transfer;Ключ для перевода;Аудару үшін кілт;demandType_createkeyForTranslate;0
Show;Показать;Көрсету;common_show;0
Content;Содержание;Мазмұны;news_desc;0
ibank account activation;ibank account activation;ibank account activation;email.activation.title;0
Viewing/Editing;Просмотр/Редактирование;Қарау / Редакциялау;viewingEditingDeposit;0
Read;Прочитано;Оқылды;read;0
Organizations;Организации;Ұйымдар;organizations_organizations;0
Role used;Роль используется;Роль пайдаланылады;role_roleUsed;0
List of document recalls;Список отзывов документов;Құжаттарды кері шақырту тізімі;documentWithdrow.list;0
Actions history;История действий;Әрекеттер тарихы;navigation_events;0
National Bank;Нацбанк;Ұлттық банк;NB;0
View of transfers between own accounts /Currency conversions;Просмотр Перевода между своими счетами / Конвертации валюты;Өз шоттары арасындағы аударымды / Валюта конвертациялауды қарау;paymentOrder_viewAccountTransfer;0
Actions ;Действия;Әрекеттер;exchangeRates_operations;0
Types of multifactor authorization;Типы многофакторной авторизации;Көпфакторлы авторландыру типтері;authFactorsTypes;0
Mb;Мб;Мб;Mb;0
Document type;Тип документа;Құжат типі;signingrules_docType;0
Your account has been temporarily blocked! Expected activation time of the account, min;Ваша учетная запись временно заблокирована! Ожидаемое время активации учетной записи, мин;Сіздің есеп жазбаңыз уақытша бұғатталған!  Есеп жазбаны белсендірудің күтілетін уақыты, мин;login.ProfileIsNotActive;0
Update day;Обновить день;Кұнді жаңалау;updateDay;0
Regards,;Regards,;Regards,;email.reset.text2;0
For your ibank account a password reset was requested, please click on the URL below to reset it:;For your ibank account a password reset was requested, please click on the URL below to reset it:;For your ibank account a password reset was requested, please click on the URL below to reset it:;email.reset.text1;0
Account name;Название счёта;Шоттың атауы;accountName;0
Workers;Рабочие;Жұмысшылар;common_workDocument;0
Currency of deposit;Валюта зачисления;Есепке жатқызу валютасы;paymentOrder_creditCurrency;0
Name;Наименование;Атауы;demandType_name;0
Account opening date;Дата открытия счёта;Шотты ашу күні;account_openingDate;0
Individual privileges;Индивидуальные привилегии;Жеке артықшылықтар;companyperson_indprivileges;0
Enter reciever's name or account;Введите имя получателя или счет;Алушының атын немесе шотты енгізіңіз;invoice_search;0
Adding limit;Добавление лимита;Шектелімді қосу;limit_add;0
Unable to delete due to linked data;Удаление невозможно из-за свзанных данных;Байланысты деректерге бола алып тастау мүмкін емес;common_deleteimpossible;0
Subject;Тема;Тақырып;multicasting_theme;0
Errors:;Ошибки:;Қателер: Сандық қолтаңба тексеруден өтпеді!;common_hasError;0
Directory;Справочник;Анықтамалық;temp_sourceCodeField;0
Type of card;Вид карты;Картаның түрі;cardType;0
Head of;Руководитель;Басшылар;CompanyPerson_Director;0
ISO code;Код ISO;ISO коды;currency_ISOcode;0
Search by name or account number;Поиск по наименованию или номеру счета;Атауы немесе шот нөмірі бойынша іздеу;common_searchNameNumber;0
Accurately document;Документ без ошибок;Қателерсіз құжат;Document_does_not_has_error;0
Receivers' group;Группа получателей;Алушылар тобы;multicasting_group;0
Create a new card type;Создать новый Вид карт;Карталардың жаңа түрін жасау;createCardType;0
Limit;Лимит;Шектелім ;signingrules_limit;0
Document statuses;Статусы документа;Құжат мәртебесі;documentStatuses;0
Reason;Причина;Себеп;reason;0
Key;Ключ;Кілт;docSigning_Key;0
Possibility to attach the file;Возможность прикреплять файл;Файлды тіркеу мүмкіндігі;Can_attache_file;0
Total loan amount:;Сумма кредитов:;Кредиттер сомасы:;credit_creditsSum;0
Maximum operating time (in sec);Максимальное время работы( в сек);Максималды жұмыс уақыты (сек);jobs.maxExecutionTime;0
Viewing/editing of transfer between own accounts/ currency converter ;Просмотр/редактирование Перевода между своими счетами / Конвертации валюты;Өз шоттары арасындағы аударымды / Валюта конвертациялауды қарау / редакциялау;paymentOrder_viewEditAccountTransfer;0
Download mobile banking;Скачивайте мобильный банкинг;Мобильді банкингті жүктеп алыңыз;login_mobile;0
The current organization is not the owner of the document;Текущая организация не является владельцем документа;Ағымдағы ұйым құжат иесі болып табылмайды;signature.orgNotOwnerDoc;0
Types;Типы;Типтер;authfactorcreate_types;0
Serial number;Серийный номер;Сериялық нөмірі;companyperson_certificate_sn;0
Amount;Сумма;Сома;limit_amount;0
Second meaning;Второе значение;Екінші мән;secondValue;0
Constant group;Группы констант;Константалар тобы;global_settings.constants.group.screen.list;0
Conversion;Конвертация;Конвертация;navigation_conversion;0
Such  code does not exist;Такой код не существует;Мұндай код жоқ;paymentOrder_valid_codeNotExist;0
Copy application;Копировать заявление;Өтініштің көшірмесін жасау;demandCreate_repeat;0
The purpose of the payment should not exceed 420 characters;Назначение платежа не должно превышать 420 символов;Төлемнің белгіленуі 420 символдан аспауы тиіс;paymentOrder_lessThen420Symbols;0
You already logged in;Вы уже вошли в систему;Сіз жүйеге кірдіңіз;login.UserAlreadyLoggedIn;0
Save template;Сохранить шаблон;Шаблонды сақтау;paymentOrder_updateTemplate;0
Opening balance;Входящий остаток;Кіріс қалдық;broughtForwardBalance;0
Password does not match the mask;Пароль не соответствует маске;Құпиясөз маскаға сәйкеспейді;common_incorrectPass;0
Maximum length of 500 characters!;Максимальная длина 500 символов!;Максималды ұзындығы 500 символ!;global_settings.constants.validation.max.500;0
Notification recipients;Получатели  уведомления;Хабарлама алушылар;Notification_receivers;0
Details unit: Payment details;Блок реквизитов: Детали платежа;Деректемелер блогы: Төлемнің егжей- тегжейлері ;paymentDetailsBlock;0
Valid upon;Действует по;аралығында әрекет етеді;companyperson_certificate_to;0
No;Нет;Жоқ;boolean_false;0
Sender's account;Счет Отправителя;Жөнелтуші шоты;refunds.sender.acc;0
Account;Счет;Шот;paymentOrder_payerAccount;0
Fee details;Детали комисии;Комиссияның егжей-тегжейлері;intTransfer_feeDetail;0
Invoiced bills for payment;Invoiced bills for payment;Выставленные счета на оплату;invoiced.title;0
To;до;дейін;common_to;0
Social contribution refund;Возврат по социальному отчислению;Возврат по социальному отчислению;refunds.socialcontribution;0
Card unblock reason ;Причина разблокировки карты;Картаны бұғаттан шығару себебі;cardUnblockingReason;0
Your ibank account has been created, please click on the URL below to access it:;Your ibank account has been created, please click on the URL below to access it:;Your ibank account has been created, please click on the URL below to access it:;email.creation.text1;0
Cash sale;Наличный продажа;Қолма-қол сатылым;exchangeRates_cashSale;0
Expand;Развернуть;Ашу;common_Expand;0
In this document condition the signature is impossible;В данном состоянии документа подпись невозможна;Құжаттың бұл күйінде қол қою мүмкін емес;signature.cantBeSigned;0
Beneficiary Code;КБЕ;КБЕ;paymentOrder_recipientResidencyCode;0
Hide;Скрыть;Жасыру;common_hide;0
Day has been renewed ;День обновлён!;Күн жаңартылды!;dayIsUpdated;0
List of documents;Список документов;Құжаттар тізімі;document.list;0
New password;Новый пароль;Жаңа құпиясөз;personal_newPass;0
Rate of performance for;Курс исполнения по;аралығында орындау бағамы;accTransfer_rateTo;0
Chief Accountant;Главный Бухгалтер;Бас бухгалтер;CompanyPerson_ChiefAccountant;0
Balance of principal amount  in loan currency;Остаток основного долга в валюте займа;Қарыз валютасындағы негізгі қарыз қалдығы;balanceLoanCurrency;0
Manager;Менеджер;Менеджер;common_manager;0
Name of payer;Наименование плательщика;Төлеушінің атауы;domTransfer_payerName;0
Invoices issued to me;Счета выставленные мне;Маған тапсырылған шоттар;InvoiceOrder.list;0
View of transaction;Просмотр транзакции;Транзакцияны қарау;transactionsViewing;0
Name;Имя;Аты ;login_name;0
Confirm;Подтвердить;Растау;common_confirm;0
Calendars;Календари;Күнтізбелер;calendars;0
This field should contain 1 character!;Это поле должно содержать 1 символ!;Бұл жолда 1 белгі болуы тиіс!;common_field_atleast1char;0
Directory: Payment purpose;Справочник: Назначение платежа;Анықтамалық: Төлем арналымы;paymentOrder_handbookPaymentPurpose;0
ABS number;Номер АБС;АБЖ нөмірі;AbsNumber;0
Phone change;Изменить телефон;Телефонды  өзгерту;personal_changePhone;0
Parameters;Параметры;Параметрлер;jobs.parameter.title;0
Change of the password;Изменение пароля;Құпиясөзді өзгерту;personal_changingPass;0
Importing XML files for PCO;Импорту XML файлов для OTP;ОТР үшін XML файлдар импортына;otp.screen.import.title;0
SMS;SMS;SMS;login_factor_SMS;0
Date of courses latest update ;Дата последнего обновления курсов;Бағамдардың соңғы жаңару күні;exchangeRates_lastUpdDateTime;0
Valid to;Действует до;дейін әрекет етеді;sessions_expiry;0
BIN/IIN;БИН/ИИН;БСН/ЖСН;refunds.tax.code;0
Alpha-2 code;Двухбуквенный код;Екі әріптік код;twoLetterCode;0
Date to;Дата по;дейінгі күн;common_periodTo;0
The reason for blocking a card with this code already exists;Причина блокировки карты с таким кодом уже существует;Мұндай коды бар картаны бұғаттау себебі бұрыннан бар;cardBlockReasonExists;0
Social requisites;Реквизиты - Социальные отчисления;Реквизиты - Социальные отчисления;transferRequisites_socialRequisites;0
News;Новости;Жаңалықтар;navigation_news;0
Several values ​​from directory;Несколько значений из справочника;Анықтамалықтан бірнеше мән;global_settings.constants.handbook_multi_value;0
ATMs/Branches/Terminals;Банкоматы/отделения/терминалы;Банкоматтар/бөлімдер/терминалдар;atmBranchesTerminals;0
Length should be 20 characters;Длина должна составлять 20 символов.;Ұзындығы 20 символды құрауы тиіс;paymentOrder_valid_20chars;0
Update;Обновить;Жаңалау;common_update;0
Changing the payment destination;Изменение назначения платежа;Төлемнің белгіленуін өзгерту;paymentOrder_changingThePurpose;0
Bank's BIC;БИК Банка;Банктің БСК;common_bankCode;0
Synchronize;Синхронизировать;Синхрондау;sync;0
Edit name;Изменить название;Атауын өзгерту;changeName;0
Days before the event;Дней до события;Оқиғаға дейінгі күндер;notification_period;0
Printing;Печатать;Басып шығару;common_Print;0
Region;Регион;Аймақ;common_region;0
Actions ;Действия;Әрекеттер;operationsWithSystemModule;0
Commission fee;Счет взимания комиссии;Комиссия алу шоты;intTransfer_feeAccount;0
For signature;На подпись;Қол қоюға;action_sendForSignature;0
View and Editing of multifactor authorization type;Просмотр и редактирование типов многофакторной авторизации;Көпфакторлы авторландыру типін қарау және редакциялау;authfactoredit_title;0
Reason for recall;Причина отзыва;Кері шақыртып алу себебі;withdraw_reason;0
Patronymic;Отчество;Әкесінің аты;paymentOrder_middleName;0
General;Общие;Жалпы;rolePermissions_common;0
User's full name;ФИО пользователя;Пайдаланушының аты-жөні;customerInitials;0
Filter settings;Настройки фильтра;Сүзгіні  баптаулар;filterSettings;0
Print of application;Печать заявления;Өтінішті басып шығару;demandCreate_print;0
Create a Document Status;Создание Статуса документа;Құжат мәртебесін жасау;creatingDocStatus;0
Transfer between own accounts / currency conversion;Перевод между своими счетами / Конвертация валюты;Өз шоттары арасындағы аударым / Валютаны конвертациялау;paymentOrder_addNewAccountTransfer;0
Operations;Операции;Операциялар;common_operations;0
Additional verification upon;Дополнительная проверка по;Дейінгі қосымша тексеру;common_additionalCheckingBy;0
Sign;Подписать;Қол қою;common_sign;0
View and Editing of manager data;Просмотр и редактирование данных менеджера;Менеджер деректерін қарау және редакциялау;manager_editor_title;0
All;Все;Бәрі;global_settings.constants.group.all;0
The status of a document with this code already exists;Статус документа с таким кодом уже существует;Мұндай коды бар құжат мәртебесі бұрыннан бар;docStatusWithSameCodeAlreadyExists;0
Name of the bank;Наименование банка;Банктің атауы;transferRequisites_recipientBankName;0
Editing;Редактировать;Редакциялау;common_edit;0
Card replenishment;Пополнение карты;Картаны толтыру;cardReplenishment;0
Active;Активен;Белсенді;organization.grid.active;0
International name;Интернациональное название;Интернационалды атауы;district_intName;0
Day is saved;День сохранён!;Күн сақталды!;dayIsSaved;0
Full name of the user;Ф.И.О. Пользователя;Пайдаланушының аты-жөні;events_executorname;0
Additory account;Дополнительный аккаунт;Қосымша аккаунт;additionalAccount;0
Working day;Рабочий день;Жұмыс күні;DayResource.WorkingВay;0
User;Пользователь;Пайдаланушы;customerUser_user;0
Type of deposit;Вид депозита;Депозит түрі;depositType;0
Directory: Currency ;Справочник: Валюта;Анықтамалық: Валюталар;currency_handBooktitle;0
Code;Код;Код;common_code;0
calendars selected;календарей выбрано;күнтізбелер таңдалды;calendarsSelected;0
Actions ;Действия;Әрекеттер;operationsWithLetterType;0
Predefined value;Predefined value;Predefined value;global_settings.constants.predefined_value;0
View of application;Просмотр заявления;Өтінішті қарау;demandCreate_ViewDemand;0
Repeat new password;Повтор нового пароля;Жаңа құпиясөзді қайталау;personal_confirmNewPass;0
Product name;Название продукта;Өнімнің атауы;productName;0
Amount up to;Сумма до;... дейінгі сома;invoice_amount_to;0
Schedule;Схема;Сызба;signingrules_schema;0
Amount by;Сумма по;.... қоса сомасы;domTransfer_amountTo;0
Create a new reason for unblocking the card;Создать новую Причину разблокировки карты;Картаны бұғаттан шығарудың жаңа себебін жасау;createCardUnblockReason;0
Invoices from me;Выставленные мной счета;Мен ұсынған шоттар;exposedorder_name;0
Quick link;Быстрая ссылка;Жылдам сілтеме;quick_link;0
The new password was entered incorrectly;Новый пароль введен не правильно;Жаңа құпиясөз дұрыс енгізілген жоқ;login.NewPasswordIncorrect;0
Show balance of all loans;Показать остаток по всех кредитам;Барлық кредиттер бойынша қалдықты көрсету;showAllCreditsBalance;0
Fax;Факс;Факс;fax;0
Tasks;Задачи;Тапсырмалар;navigation_jobs;0
Number;Номер;Нөмір;invoice_number;0
Registration of a new manager;Регистрация нового менеджера;Жаңа менеджерді тіркеу;manager_new_title;0
View of the country;Просмотр страны;Елді қарау;countryViewing;0
Address;Адрес;Мекенжай;intTransfer_recipientBankAddress;0
Returns;Returns;Returns;navigation_refunds;0
Error. The digital signature did not pass verification!;Ошибка. Цифровая подпись не прошла проверку!;Қателер: Сандық қолтаңба тексеруден өтпеді!;docSigning_errorSignatureInvalid;0
Editing of international payments template ;Просмотр \ Редактирование  Шаблона международного платежа;Халықаралық төлем Шаблонын қарау / Редакциялау ;intTransfer_EditTemplate;0
Categories of applications;Категории заявлений;Өтініш санаттары;navigation_labelReference;0
View and Editing of the country;Просмотр и редактирование страны;Елді қарау және редакциялау;viewingEditingCountry;0
Invalid password format;Не правильный формат пароля;Құпиясөз форматы дұрыс емес;common.validation.password.pattern;0
Country;Страна;Ел;common_country;0
The name should not exceed 500 characters;Наименование не должно превышать 500 символов;Атауы 500 символдан аспауы тиіс;nameNoMore500Symbols;0
Transfer/ currency conversion;Перевод/конвертация валюты;Валюта аударымы/конвертациясы;actions_currencyTransferConversion;0
Application for early loan repayment;Заявка на досрочное погашение кредита;Кредитті мерзімінен бұрын өтеуге өтінім;actions_earlyRepaymentOrder;0
User type;Тип пользователя;Пайдаланушы типі;sessions_usertype;0
Rerun date;Дата повторения;Қайталау күні;standing.order.standingDate;0
International address. Postal code;Международный адрес. Почтовый индекс;Халықаралық  мекенжай. Пошталық индекс;common_addressIntZip;0
View pension contribution;Просмотр Пенсионноого отчисления;Просмотр Пенсионноого отчисления;paymentOrder_viewPensionContribution;0
New invoice issue;Выставление нового счета;Жаңа шотты ұсыну;invoice_createNew;0
Total balance;Общий остаток;Жалпы қалдық;common_balance;0
Editing;Редактировать;Редакциялау;organization.grid.change;0
Hide closed deposits;Скрыть закрытые депозиты;Жабық депозиттерді жасыру;hideClosedDeposits;0
Login;Логин;Логин;sessions_login;0
Calculate VAT;Рассчитать НДС;ҚҚС есептеу;paymentOrder_calculateVat;0
Template name;Имя шаблона;Шаблонның аты;document.templateName;0
Send to bank;Отправить в банк;Банкке жөнелту;action_sentToBank;0
View and Editing of card blocking reason;Просмотр и редактирование Причины блокировки карты;Картаны бұғаттау себептерін қарау және редакциялау;viewingEditingCardBlockReason;0
Cashless;БЕЗНАЛИЧНЫЙ;ҚОЛМА-ҚОЛСЫН;CASHLESS;0
Owner (DN);Владелец (DN);Иесі (DN);companyperson_certificate_subjectDN;0
User sessions;Сессии пользователей;Пайдаланушылар сесииялары;navigation_sessions;0
Invalid format;Неверный формат;Дұрыс емес формат;paymentOrder_valid_wrongFormat;0
Add authorized person;Добавить уполномоченное лицо;Добавить уполномоченное лицо;companyPersons_add;0
Date and time;Дата и время;Күні мен уақыты;documentHistory_date;0
Credit name;Название кредита;Кредиттің атауы;creditName;0
Block;Заблокировать;Бұғаттау;common_deactivate;0
Number;Номер;Нөмір;common_number;0
View currency rates;Просмотр Курсов валют;Валюта курсын қарау;exchangeRates_view;0
Publish;Опубликовать;Жариялау;createDemandType_publish;0
Delete current field;Удалить текущее поле;Ағымдағы жолды алып тастау;createDemandType_deleteCurrentField;0
Non-cash cross-rate;Кросс-курс безналичный;Кросс-бағам қолма-қолсыз;exchangeRates_cross;0
Account for debt repayment;Счет погашения задолженности;Берешекті өтеу шоты;debtsRepaymentAccount;0
The end;конец;соңы;ENDLowerCase;0
Comment;Комментарий;Түсініктеме;EventsExcelCreator.Comment;0
SMS;SMS;SMS;authfactorcreate_SMS;0
Application filter settings;Настройки фильтра заявлений;Өтініштер сүзгісін баптаулар;demand_filter;0
Cash purchase;Покупка Наличный;Қолма-қол ақшамен сатып алу;CASH_PURCHASE;0
Create of the City;Создание Города;Қала жасау;creatingCity;0
Chief Accountant;Гл. бухгалтер;Бас бухгалтер;paymentOrder_payerChiefAccountant;0
Correspondent account of the bank;Корреспондентский счёт банка;Банктің корреспонденттік шоты;banks_correspondentBankAccount;0
Contract date;Дата контракта;Келісім-шарт күні;common_contractDate;0
Log on with;Вход с;бастап кіру;companyperson_validfrom;0
Log in by EDS;Войти по ЕЦП;ЭСҚ бойынша кіру;login__signaturetab;0
Document recall;Отзыв документа;Құжатты кері шақырту;withdraw_doc;0
Transfer;Перевод;Аударым;transfer;0
Name of the agent-bank;Наименование Банка Посредника;Делдал Банкінің атауы;intTransfer_agentBankName;0
Blocked;Блокирован;Бұғатталған;common_blocked;0
Customer data;Клиентские данные;Клиенттік деректер;clientData;0
All users are selected;Все пользователи выбраны;Барлық пайдаланушылар таңдалды;customeruser_allselected;0
Apply;Применить;Қолдану;common_ok;0
Actions ;Действия;Әрекеттер;operationsWithCardType;0
Selected user’s;пользователя выбрано;пайдаланушы таңдалды;customeruser_X4selected;0
Change password;Сменить пароль;Құпиясөзді ауыстыру;customeruser_forcePasswordChange;0
Dates shuld not be the same;Даты не должны быть одинаковыми;Күндер бірдей болмауы тиіс;exchangeRate.date.same;0
Set an amount;Зафиксировать сумму;Соманы тіркеу;fix_amount;0
Error while updating. Is this a duplicate?;Ошибка при обновлении. Возможно это дубликат?;Жаңалағандағы қате. Мүмкін бұл телдана?;updatingCalendarError;0
Error while requesting a Certification Center;Ошибка при запросе на Удостоверяющий Центр;Куәлендіруші Орталыққа сұраныс жасағандағы қате;vcReqError;0
Skip and sign in;Пропустить и войти;Өткізу және кіру;login_skipandlogin;0
Bank details of the counterparty;Реквизиты Банка контрагента;Контрагент Банкі деректемелері;counterparty_bankRequisites;0
Events up to;События до;.. Дейінгі оқиға;events_eventsto;0
View and Editing the notification type;Просмотр и редактирование типа уведомления;Хабарлама типін қарау және редакциялау;viewingEditingNotificationType;0
Payroll refund;Возврат по зарплатному отчислению;Возврат по зарплатному отчислению;refunds.payroll;0
Your ibank account has been created, please click on the URL below to activate it:;Your ibank account has been created, please click on the URL below to activate it:;Your ibank account has been created, please click on the URL below to activate it:;email.activation.text1;0
Browser version;Версия броузера;Браузер нұсқасы;events_browser;0
Regards,;Regards,;Regards,;email.activation.text2;0
Start a chat;Начать чат;Чатты бастау;startChat;0
View details /edit;Просмотр деталей / редактировать;Тетіктерді қарау  /редакциялау;common_detailsEdit;0
Point of delivery;Точка доставки;Жеткізу нүктесі;demandType_delivery;0
Name or IIN/BIN of sender organization;Наименование или ИИН/БИН организации отправителя;Жіберуші ұйымының атауы немесе ЖСН/БСН;refunds.filter.sender;0
Setting of access;Настройка доступа;Қолжеткізуді баптау;navigation_permissions;0
Create a new category;Создать новую категорию;Жаңа санат жасау;CodeCategory_createNewCategory;0
No;Нет;Жоқ;common_no;0
User type;Тип пользователя;Пайдаланушы типі;events_usertype;0
VAT included (12%);C НДС (12%);ҚҚС-пен (12%);paymentOrder_vat12;0
IIN of the employee is not filled ;Не заполнен ИИН сотрудника;қызметкердің ЖСН толтырылмаған;common_taxCodeIsEmpty;0
Card block history;История блокировок карты;Карталарды бұғаттау тарихы;cardBlockingHistory;0
Loan term;Срок займа;Қарыз мерзімі;loanTerm;0
Directory: Countries ;Справочник: Страны;Анықтамалық: Елдер;handbookCountries;0
View/Edit Social Template;Просмотр/Редактирование Шаблона  Социального отчисления;Просмотр/Редактирование Шаблона  Социального отчисления;paymentOrder_viewEditSocialTemplate;0
Resident beneficiary code;Код резидента бенефициара;бенефициар резидентінің  коды;common_benefResidencyCode;0
Bank's correspondent account ;Кор. счет Банка;Банктің кор.шоты;counterparty_bankAccount;0
VO code;Код VO;VO коды;intTransfer_codeVo;0
View and Editing of card type;Просмотр и редактирование Вида карт;Карталар түрін қарау және редакциялау;viewingAndEditingCardType;0
Synchronized successfully!;Синхронизировано успешно!;Сәтті синхрондалды!;syncSuccessful;0
Log out;Выход;Шығу;login_exit;0
View international currency transfer;Просмотр международного перевода валюты;Халықаралық валюта аударымын қарау;intTransfer_view;0
Actions ;Действия;Әрекеттер;common_depositOperations;0
Tasks;Задачи;Тапсырмалар;system_job;0
Starting from the date;Начиная с даты;Күннен бастап;standing.order.from.date;0
Users’ filter settings;Настройки фильтра пользователей;Пайдаланушылар сүзгісін баптаулар;customerUser_filtertitle;0
Enter message;Введите сообщение;Хабарламаны енгізіңіз;enterMessage;0
History by tasks;История по задачам;Тапсырмалар бойынша тарих;navigation_jobs_history;0
Filter settings;Настройки фильтра;Сүзгіні  баптаулар;common.filter.settings;0
All accounts are selected;Все счета выбраны;Барлық шоттар таңдалды;common_allAccountsSelected;0
Invalid code;Неправильный код;Дұрыс емес код;paymentOrder_valid_wrongCode;0
Name or IIN/BIN of the recipient organization;Наименование или ИИН/БИН организации получателя;Алушы ұйымының атауы немесе ЖСН/БСН;refunds.filter.receiver;0
Beneficiary account;Счет получателя;Алушы шоты;domTransfer_receiverAccount;0
Invoice date;Дата инвойса;Инвойс күні;intTransfer_invoiceDate;0
Edit authorized preson:;Редактирование параметров уполномоченного лица:;Редактирование параметров уполномоченного лица:;companyPersonEdit_title;0
Create an international money transfer;Создать международный перевод валюты;Халықаралық валюта аударымын жасау;intTransfer_create;0
In a line;в строке;жолда;payment.import.result.document.line.number;0
Basic document №;№ основного документа;Негізгі құжаттың № ;withdraw_doc_num;0
Managers;Менеджеры;Менеджерлер;organizations_managers;0
In the course of processing;В процессе обработки;Өңдеу процесінде;common_inProcessing;0
Sign of the right of signature on the behalf of the bank;Признак права подписи от имени банка;Банк атынан қол қою құқығы белгісі ;manager_isBankSign;0
Manager menu;Меню менеджера;Менеджердің мәзірі;navigation_menutree_manager;0
CRTR;КПП;КПП;intTransfer_recipientKpp;0
Import messages;Сообщения импорта;Импорт  хабарламасы;upload_documentForUpload;0
from;от;...-дан;common_from;0
List of managers;Список менеджеров;Менеджерлер тізімі;managers_title;0
Important;Важен;Маңызды;signingrules_inorder;0
Comment;Комментарий;Түсініктеме;events_comment;0
Create of the card type;Создание Вида карт;Карталар  түрін жасау;creatingCardType;0
Are you sure you want to delete the status of document;Вы действительно хотите удалить Статус документа;Сіз шынымен Құжаттың мәртебесін өшіргіңіз келеді ме;sureYouWantDeleteDocStatus;0
Mailing address;Почтовый адрес;Пошта мекен-жайы;postAddress;0
Account details;Детали счёта;Шоттың егжей-тегжейлері;common_accountDetails;0
E-mail change;Изменить email;email өзгерту;personal_changeEmail;0
Account status;Статус счёта;Шот мәртебесі;accountStatus;0
Email is not valid;не правильный email;Дұрыс емес  email;common_Invalid_email;0
Payer's Bank;Банк плательщика;Төлеушінің Банкі;payersBank;0
Create an application for opening an account;Создать заявку на открытие счёта;Шот ашуға тапсырыс жасау;common_applyNewAccount;0
Revoked;Отменен;Болдырылмады;common_canceled;0
Start of action;Начало действия;Әрекеттің басталуы;exchangeRates_start;0
