en;ru;kk;translation_key;output_channel
Bank name;Наименование Банка;Банктің атауы;transferRequisites_recipientBankName;W
Edit;Редактировать;Редакциялау;common_edit;W
Card replenishment;Пополнение карты;Картаны толықтыру;cardReplenishment;W
International name;Интернациональное название;Халықаралық аты;district_intName;W
The day is saved!;День сохранён!;Күн сақталды!;dayIsSaved;W
Executor name;Ф.И.О. Пользователя;Пайдаланушының Т.А.Ә.;events_executorname;W
Working day;Рабочий день;Жұмыс күні;DayResource.WorkingВay;W
User;Пользователь;Пайдаланушы;customerUser_user;W
Deposit type;Вид депозита;Депозит түрі;depositType;W
Dictionary: Currency;Справочник: Валюта;Анықтамалық: Валюта;currency_handBooktitle;W
KOD;Код;Коды;common_code;W
calendars selected;календарей выбрано;күнтізбе таңдалды;calendarsSelected;W
Operations with the Letter type;Действия;Әрекеттер;operationsWithLetterType;W
Confirmation new password;Повтор нового пароля;Жаңа құпиясөзді қайталау;personal_confirmNewPass;W
Product name;Название продукта;Өнімнің аты;productName;W
Amount to;Сумма до;... дейінгі сома;invoice_amount_to;W
Schema;Схема;Сұлба;signingrules_schema;W
Amount to;Сумма по;... бойынша сома;domTransfer_amountTo;W
Create a new Card unblock reason;Создать новую Причину разблокировки карты;Картаны бұғаттан шығарудың жаңа себебін жасау;createCardUnblockReason;W
Exposed orders;Выставленные мной счета;Мен ұсынған шоттар;exposedorder_name;W
Quick Link;Быстрая ссылка;Жылдам сілтеме;quick_link;W
Fax;Факс;Факс;fax;W
Jobs;Задачи;Мақсаттар;navigation_jobs;W
Manager registration;Регистрация нового менеджера;Жаңа менеджерді тіркеу;manager_new_title;W
Address;Адрес;Мекенжайы;intTransfer_recipientBankAddress;W
Error. Digital Signature is not valid;Ошибка. Цифровая подпись не прошла проверку!;Қателік. Сандық қолтаңба тексерістен өтпеді!;docSigning_errorSignatureInvalid;W
Category Demands;Категории заявлений;Өтініштер санаты;navigation_labelReference;W
Viewing and editing the country;Просмотр и редактирование страны;Елді қарау және редакциялау;viewingEditingCountry;W
Country;Страна;Елі;common_country;W
This field should not exceed 500 characters!;Наименование не должно превышать 500 символов;Атау 500 ... таңбадан аспауы тиіс;nameNoMore500Symbols;W
Currency transfer/conversion;Перевод/конвертация валюты;Аударым/Валюта айырбастау;actions_currencyTransferConversion;W
Request for early repayment;Заявка на досрочное погашение кредита;Кредитті мерзімінен бұрын өтеуге өтінім;actions_earlyRepaymentOrder;W
User type;Тип пользователя;Пайдаланушы түрі;sessions_usertype;W
Date of repeat;Дата повторения;Қайталауға дейін ... күн;standing.order.standingDate;W
International address. Post zip;Международный адрес. Почтовый индекс;Халықаралық мекенжайы. Пошта индексі;common_addressIntZip;W
View pension contribution;Просмотр Пенсионноого отчисления;Зейнетақы аударымын қарау;paymentOrder_viewPensionContribution;W
Common balance;Общий остаток;Жалпы қалдық;common_balance;W
Редактировать;Редактировать;Редакциялау;organization.grid.change;W
Активен;Активен;Белсенді;organization.grid.active;W
Заблокирован;Заблокирован;Бұғатталған;organization.grid.blocked;W
Calculate Vat;Рассчитать НДС;ҚҚС есептеу;paymentOrder_calculateVat;W
Viewing/Editing the Card blocking reason;Просмотр и редактирование Причины блокировки карты;Картаны бұғаттау себебін қарау және редакциялау;viewingEditingCardBlockReason;W
Subject DN;Владелец (DN);Иесі (DN);companyperson_certificate_subjectDN;W
Sessions;Сессии пользователей;Пайдаланушының сессиялары;navigation_sessions;W
Invalid format;Неверный формат;Қате формат;paymentOrder_valid_wrongFormat;W
Add authorized person;Добавить уполномоченное лицо;Уәкілетті тұлғаны қосу;companyPersons_add;W
Date;Дата и время;Күні мен уақыты;documentHistory_date;W
Credit name;Название кредита;Кредиттің аты;creditName;W
Deactivate;Заблокировать;Бұғаттау;common_deactivate;W
Number;Номер;Нөмірі;common_number;W
Viewing the exchange rate;Просмотр Курсов валют;Валюталар бағамдарын қарау;exchangeRates_view;W
publish;Опубликовать;Жариялау;createDemandType_publish;W
Cashless cross course;Кросс-курс безналичный;Қолма-қол ақшасыз кросс-бағам;exchangeRates_cross;W
Debts repayment account;Счет погашения задолженности;Берешекті өтеу шоты;debtsRepaymentAccount;W
SMS;SMS;SMS;authfactorcreate_SMS;W
Demand filter settings;Настройки фильтра заявлений;Өтініштер сүзгісінің баптаулары;demand_filter;W
Creating a City;Создание Города;Қала жасау;creatingCity;W
Chief accountant;Гл. бухгалтер;Бас бухгалтер;paymentOrder_payerChiefAccountant;W
Correspondent bank account;Корреспондентский счёт банка;Банктің корреспонденттік шоты;banks_correspondentBankAccount;W
Contract date;Дата контракта;Келісім-шарттың күні;common_contractDate;W
Login after;Вход с;... кіру;companyperson_validfrom;W
Agent bank name;Наименование Банка Посредника;Делдал банктің атауы;intTransfer_agentBankName;W
Blocked;Блокирован;Бұғатталған;common_blocked;W
Client data;Клиентские данные;Клиенттің деректері;clientData;W
All users selected;Все пользователи выбраны;Пайдаланушылардың барлығы таңдалды;customeruser_allselected;W
OK;Применить;Қолдану;common_ok;W
Operations with the Card type;Действия;Әрекеттер;operationsWithCardType;W
users selected;пользователя выбрано;пайдаланушы таңдалды;customeruser_X4selected;W
Force password change;Сменить пароль;Құпиясөзді ауыстыру;customeruser_forcePasswordChange;W
Fix amount;Зафиксировать сумму;Соманы белгілеу;fix_amount;W
Updating error. Is it a duplicate?;Ошибка при обновлении. Возможно это дубликат?;Жаңарту кезіндегі қателік. Бәлкім бұл дубликат шығар?;updatingCalendarError;W
Cannot make certificate request to the VC;Ошибка при запросе на Удостоверяющий Центр;Куәландырушы орталыққа сұрау салу кезіндегі қателік;vcReqError;W
Counterparty bank requisites;Реквизиты Банка контрагента;Контрагент банктің деректемелері;counterparty_bankRequisites;W
Events to;События до;... дейінгі оқиғалар;events_eventsto;W
Viewing and editing the Notification type;Просмотр и редактирование типа уведомления;Хабарлама түрін қарау және редакциялау;viewingEditingNotificationType;W
Payroll refund;Возврат по зарплатному отчислению;Еңбекақы аударымы бойынша қайтарым;refunds.payroll;W
Версия броузера;Версия броузера;Браузер нұсқасы;events_browser;W
Details / Edit;Просмотр деталей / редактировать;Егжей-тегжейді қарау/редакциялау;common_detailsEdit;W
Delivery Point;Точка доставки;Жеткізу нүктесі;demandType_delivery;W
Sender's name or tax code;Наименование или ИИН/БИН организации отправителя;Жіберуші ұйымның атауы немесе ЖСН/БСН;refunds.filter.sender;W
Permissions;Настройка доступа;Қолжетімділікті баптау;navigation_permissions;W
Create new category;Создать новую категорию;Жаңа санат жасау;CodeCategory_createNewCategory;W
User type;Тип пользователя;Пайдаланушы түрі;events_usertype;W
Include VAT (12%);C НДС (12%);ҚҚС (12%) қосқанда;paymentOrder_vat12;W
The card blocking history;История блокировок карты;Картаны бұғаттау тарихы;cardBlockingHistory;W
View/Edit Social Template;Просмотр/Редактирование Шаблона  Социального отчисления;Әлеуметтік аударымның үлгісін қарау/редакциялау;paymentOrder_viewEditSocialTemplate;W
Bank account;Кор. счет Банка;Банктің корреспонденттік шоты;counterparty_bankAccount;W
Code VO;Код VO;VO коды;intTransfer_codeVo;W
Viewwing and editing Card Type;Просмотр и редактирование Вида карт;Карта түрін қарау және редакциялау;viewingAndEditingCardType;W
Synchronized successful!;Синхронизировано успешно!;Табысты қадамдастырылды!;syncSuccessful;W
Exit;Выход;Шығу;login_exit;W
View International transfer;Просмотр международного перевода валюты;Халықаралық валюта аударымын қарау;intTransfer_view;W
Operations;Действия;Әрекеттер;common_depositOperations;W
System Job;Задачи;Мақсаттар;system_job;W
Start date;Начиная с даты;... күнінен бастап;standing.order.from.date;W
Filter settings;Настройки фильтра пользователей;Пайдаланушылар сүзгісінің баптаулары;customerUser_filtertitle;W
Jobs history;История по задачам;Мақсаттар бойынша тарихы;navigation_jobs_history;W
Filter settings;Настройки фильтра;Сүзгінің баптаулары;common.filter.settings;W
Wrong code;Неправильный код;Қате код;paymentOrder_valid_wrongCode;W
Receiver's name or tax code;Наименование или ИИН/БИН организации получателя;Жіберуші ұйымның атауы немесе ЖСН/БСН;refunds.filter.receiver;W
Receivers account;Счет получателя;Алушының шоты;domTransfer_receiverAccount;W
invoice date;Дата инвойса;Инвойстың күні;intTransfer_invoiceDate;W
Edit authorized preson:;Редактирование параметров уполномоченного лица:;Уәкілетті тұлғаның параметрлерін редакциялау;companyPersonEdit_title;W
Create International transfer;Создать международный перевод валюты;Халықаралық валюта аударымын жасау;intTransfer_create;W
в строке;в строке;жолда;payment.import.result.document.line.number;W
Base document number;№ основного документа;Негізгі құжаттың №;withdraw_doc_num;W
Managers;Менеджеры;Менеджерлер;organizations_managers;W
In processing;В процессе обработки;Өңдеу барысында;common_inProcessing;W
Sign right;Признак права подписи от имени банка;Банктің атынан қол қою құқығының белгісі;manager_isBankSign;W
KPP;КПП;ЕҚСК;intTransfer_recipientKpp;W
Import messages;Сообщения импорта;Импорт хабарламалары;upload_documentForUpload;W
from;От;Кімнен;common_from;W
Managers list;Список менеджеров;Менеджерлер тізімі;managers_title;W
Follow;Важен;Маңызды;signingrules_inorder;W
Comment;Комментарий;Түсінік;events_comment;W
Creating a Card Type;Создание Вида карт;Карта түрін жасау;creatingCardType;W
Are you sure you want to delete the Document status;Вы действительно хотите удалить Статус документа;Сіз шынымен құжаттың мәртебесін жойғыңыз келеді ме?;sureYouWantDeleteDocStatus;W
Post address;Почтовый адрес;Пошта мекенжайы;postAddress;W
Account Details;Детали счёта;Шоттың егжей-тегжейі;common_accountDetails;W
Change email;Изменить email;Электрондық поштаны өзгерту;personal_changeEmail;W
Account status;Статус счёта;Шоттың мәртебесі;accountStatus;W
Invalid_email;не правильный email;Қате электрондық пошта;common_Invalid_email;W
Payer's bank;Банк плательщика;Төлеушінің банкі;payersBank;W
Onset of action;Начало действия;Әрекеттердің басы;exchangeRates_start;W
This is mandatory field !;Обязательное поле!;Міндетті жолақ!;common_mandatory_field;W
Clean;Очистить;Аластау;common_clean;W
Block requisites: Recipient;Блок реквизитов: Получатель;Деректемелер блогы: Алушы;recipientDetailsBlock;W
Document Number;Номер документа;Құжаттың нөмірі;common_documentNumber;W
This field should not exceed 64 characters!;Это поле не должно превышать 64 символа!;Бұл жолақ 64 таңбадан аспауы тиіс!;noMore64Symbols;W
Clear;Очистить;Аластау;common_clear;W
Transaction type;Тип транзакции;Транзакция түрі;transactionType;W
Valid from;Действует с;... бастап қолданыста болады;companyperson_certificate_from;W
Payment purpose code (PPC);Код назначения платежа(КНП);Төлем тағайындау коды (ТТК);purposeCode;W
Viewing/Editing the Document status;Просмотр и редактирование Статуса документа;Құжаттың мәртебесін қарау және редакциялау;viewingEditingDocStatus;W
Create new payroll;Создание Зарплатного отчисления;Еңбекақы аударымын жасау;paymentOrder_addNewPayroll;W
ИИН/БИН получателя;ИИН/БИН получателя;Алушының ЖСН/БСН;invoice.receiver.bin;W
Croup Job List;Список Групп задач;Мақсаттар тобының тізімі;jobs.CroupList;W
Wrong file type. Available:;Неверный тип файла. Допустимы:;Файл түрі қате. Қолжетімді:;common_WrongFileType;W
Managers;Менеджеры;Менеджерлер;navigation_managers;W
Branch;Филиал;Филиал;common_branch;W
Local banks;Локальные банки;Жергілікті банктер;navigation_localBanks;W
Warning;Предупреждение;Ескерту;warning;W
Residency code;КБЕ Получателя;Алушының БеК;transferRequisites_recipientResidencyCode;W
Country code;Код страны;Елдің коды;intTransfer_recipientBankCountryCode;W
Add;Добавить;Қосу;paymentOrder_add;W
Id;ИД;ID;common_id;W
User action;Действие пользователя;Пайдаланушының әрекеті;events_useraction;W
Account type;Вид счёта;Шот түрі;accountType;W
Job Type;Название типа задачи;Мақсат түрінің аты;jobs.jobType;W
Change password;Смена пароля;Құпиясөзді ауыстыру;changepassword__title;W
Country;Страна;Елі;intTransfer_recipientBankCountry;W
Change password;Смена пароля;Құпиясөзді ауыстыру;customeruser_changepassword;W
Exchange rates;Курсы валют;Валюталар бағамдары;exchangeRates_exchangeRates;W
Request URL;URL запроса;Сұратымның URL;requests_url;W
Allowed roles;Разрешенные роли;Рұқсат етілген рөлдер;authfactor_rolesAllowed;W
Agent bank requisites;Реквизиты Банка посредника;Делдал банктің деректемелері;counterparty_agentRequisites;W
Signature rules;Правила подписи документов;Құжаттарға қол қою ережесі;signingrules_title;W
Add a new calendar;Добавить новый календарь;Жаңа күнтізбені қосу;addNewCalendar;W
Результат импорта документа №;Результат импорта документа №;№ құжатты импорттау нәтижесі;payment.import.result.document;W
User roles;Роли пользователей;Пайдаланушылардың рөлдері;roles_title;W
View/edit constant;Просмотр/редактирование константы;Константты қарау/редакциялау;global_settings.constants.screen.view_edit;W
Client;Клиент;Клиент;client;W
Invoice;Выставленный мне счет;Маған ұсынылған шот;intTransfer_invoice;W
Release date;Дата выпуска;Шығарылған күні;releaseDate;W
Search;Поиск;Іздеу;grid_search;W
Email;Email;Электрондық поштасы;customeruser_email;W
Amount in transaction currency;Сумма в валюте транзакции;Транзакция валютасындағы сомасы;amountInTransactionCurrency;W
field name;имя поля;Жолақтың аты;field_name;W
Code;БИН/ИИН Получателя;Алушының БСН/ЖСН;transferRequisites_recipientCode;W
Limits;Лимиты;Лимиттер;companyPersonEdit_limittabTitle;W
Description;Название;Аты;notification_description;W
Working with OTP tokens;Работа с ОТП токенами;ОТП токендермен жұмыс;workingWithOtpTokens;W
BIK;БИК;БСК;bik;W
Create a new Card product type;Создать новый Вид карточных продуктов;Карта өнімдерінің жаңа түрін жасау;createNewCardProductType;W
Create new social contribution;Создание Социального отчисления;Әлеуметтік аударым жасау;paymentOrder_addNewSocialContribution;W
Subdivision;Подразделение;Бөлімшесі;managerView_subdivision;W
All demand checked;Все заявления выбраны;Барлық өтініштер таңдалды;demand_allDemandChecked;W
Amount to;Сумма до;... дейінгі сома;signingrules_amountTo;W
Sender;Наименование;Атауы;senderName;W
Users roles;Роли пользователей;Пайдаланушылардың рөлдері;navigation_usersroles;W
Status;Статус;Мәртебесі;events_status;W
Beneficiary bank details;Банк Получателя;Алушының банкі;intTransfer_beneficiaryBankDetails;W
OTP token;ОТП пароль;ОТП құпиясөзі;auth.opt.token;W
Signature Level;Тип подписи;Қолтаңба түрі;companyperson_signLevel;W
Create a new Document type;Создать новый Тип документа;Жаңа құжат түрін жасау;createDocType;W
International bank BIK;БИК банка интернациональный;Банктің халықаралық БСК;banks_bikBankIntNat;W
Action;Действие;Әрекет;events_action;W
unpublish;Отменить публикацию;Жариялауды болдырмау;createDemandType_unpublish;W
Bank code;БИК Банка Получателя;Алушы банктің БСК;transferRequisites_recipientBankCode;W
Related Button;Связанные кнопка;Байланысты батырма;CustomRequestType_relatedButton;W
Create;Создать;Жасау;common_create;W
This field should not exceed 20 characters!;Это поле не должно превышать 20 символа!;Бұл жолақ 20 таңбадан аспауы тиіс!;noMore20Symbols;W
Required Field;Обязательность заполнения;Толтырылуға міндетті;requiredField;W
Deleted;Удален;Жойылды;customeruser_deleted;W
Status published : true;Статус публикации: опубликовано;Жариялау мәртебесі: жарияланды;createDemandType_statusPublishedTrue;W
Withdraw;Отозвать;Кері қайтару;common_withdraw;W
Bank name;Наименование;Атауы;paymentOrder_recipientBankName;W
The Document type with the same code already exists;Тип документа с таким кодом уже существует;Коды осындай құжат түрі бар;docTypeWithSameCodeAlreadyExists;W
type name;Название типа задачи;Мақсат түрінің аты;jobs.type_name;W
Name;Название;Аты;currency_currencyname;W
Operations with bank;Действия;Әрекеттер;operationsWithBank;W
Interest rate;Процентная ставка;Пайыздық мөлшерлемесі;interestRate;W
KPP;КПП;ЕҚСК;counterparty_kpp;W
Active;Активный;Белсенді;sessions_active;W
Completed;Завершенный;Аяқталған;ps_Completed;W
Creating payment purpose;Создание назначения платежа;Төлемді тағайындауды жасау;paymentOrder_createPaymentPurpose;W
Attach file;Прикрепить файл;Файлды бекіту;intTransfer_uploadFile;W
Date from;Дата с;Күні ... бастап;common_periodFrom;W
Sign;Подписать;Қол қою;common.sign;W
Login;Логин;Логин;login_login;W
The organization is not defined;Организация не определена;Ұйым анықталмаған;common_orgIsNotDefined;W
Add role;Добавить роль;Рөлді қосу;role_add;W
Pay;Оплатить;Төлеу;action_pay;W
Log in;Войти;Кіру;login_to_enter;W
Effective interest rate;Эффективная процентная ставка;Тиімді пайыздық мөлшерлемесі;effectiveInterestRate;W
Canceled;Отмененный;Болдырылмаған;ps_Canceled;W
Card block/unblock;Блокирование/Разблокирование карты;Картаны бұғаттау/Бұғаттан шығару;cardBlockUnblock;W
Users list;Список пользователей;Пайдаланушылар тізімі;customeruser_userslist;W
View/edit social contribution;Просмотр/редактирование Социального отчисления;Әлеуметтік аударымды қарау/редакциялау;paymentOrder_viewEditSocialContribution;W
No exchange rate types;Типы курсов валют отсутствуют;Валюталар бағамдарының түрлері жоқ;noExchangeRateTypes;W
Get;Получить;Алу;common_get;W
Account managers;Менеджеры счёта;Шоттың менеджерлері;common_accountManagers;W
Card status;Статус карты;Картаның мәртебесі;cardStatus;W
Country (Agent bank);Страна (Банка Посредника);Елі (Делдал банктің);intTransfer_agentBankCountry;W
A point type;Тип точки;Нүкте түрі;pointType;W
Details;Просмотр деталей;Егжей-тегжейді қарау;common_details;W
Authorized persons;Уполномоченные лица;Уәкілетті тұлғалар;companyPersons_title;W
Response code;Код ответа;Жауаптың коды;requests_responseCode;W
Mail;Почта;Поштасы;navigation_mail;W
Operations with cards;Действия;Әрекеттер;cardsOperations;W
Edit role;Редактирование роли;Рөлдерді редакциялау;role_editTitle;W
Create role;Создание роли;Рөлдер жасау;role_createTitle;W
Quick Links;Быстрые ссылки;Жылдам сілтемелер;quick_links;W
Display keyboard;Показать клавиатуру;Пернетақтаны көрсету;login_display_keyboard;W
Issuer DN;Издатель (DN);Баспагер (DN);companyperson_certificate_issuerDN;W
Massage;Сообщение;Хабар;documentHistory_massage;W
Generator;Автономный генератор;Автономды генератор;authfactorcreate_generator;W
Save as template;Создать шаблон;Үлгі жасау;paymentOrder_createTemplate;W
Change password;Изменить пароль;Құпиясөзді өзгерту;personal_changePassword;W
Manager role;Роль менеджера;Менеджердің рөлі;managerView_role;W
Type already exist!;Тип с таким кодом уже существует;Коды осындай түр бар;authfactoredit_alreadyexist;W
Locality;Населённый пункт;Елді мекен;common_locality;W
Group;Группа констант;Константтар тобы;global_settings.constants.table.col.group;W
Short name;Краткое имя;Қысқаша аты;customeruser_shortName;W
Clear quick links settings;Удалить настройки быстрых ссылок;Жылдам сілемелер баптауларын жою;clear_links_settings;W
Completition date;Дата завершения;Аяқталған күні;completionDate;W
City;Город;Қаласы;common_city;W
Countries;Страны;Елдер;navigation_countries;W
Closed;Закрытые;Жабық;common_closed;W
Operations with the City;Действия;Әрекеттер;operationsWithCity;W
Cards statuses;Статусы карт;Карталардың мәртебесі;cardsStatuses;W
Print;Печать;Басып шығару;paymentOrder_print;W
Requisites;Реквизиты;Деректемелері;invoice_requisites;W
Bank code;БИК Банка Получателя;Алушы банктің БСК;paymentOrder_recipientBankCode;W
Expiration date;Срок действия;Қолданыс мерзімі;invoice_expire;W
BIN;БИН/ИИН;БСН/ЖСН;common_bin;W
Accept;Принять;Қабылдау;accept;W
Sale;Продажа;Сату;exchangeRates_sale;W
Credit;Зачисление;Есептеу;accTransfer_credit;W
New Demand type;Создать новый тип заявлени;Өтініштің жаңа түрін жасау;demandType_newDemand;W
Purpose of payment;Назначение платежа;Төлемді тағайындау;paymentOrder_paymentPurpose;W
Менеджер;Менеджер;Менеджер;refunds.manager;W
Are you sure you want to delete the Card product type №;Вы действительно хотите удалить Вид карточных продуктов №;Сіз шынымен № карта өнімдерінің түрін жойғыңыз келеді ме?;sureYouWantDeleteCardProductType;W
New credit;Новый кредит;Жаңа кредит;credit_addNewDemand;W
Currency;Валюта;Валютасы;common_currency;W
State;Состояние;Күйі;common_state;W
job group;Группа типа задачи;Мақсат түрінің тобы;jobs.job_group;W
Choosen File:;Выбранный Файл;Таңдалған файл;upload_choosenFile;W
Create a new ATM/Branch/Terminal;Создать новый Банкомат/отделение/терминал;Жаңа банкомат/бөлімше/терминал жасау;createAtmBranchTerminal;W
User account;Учетная запись;Тіркелгі;companyPersons_useraccount;W
View/edit payment order;Просмотр/редактирование Платежного поручения;Төлем тапсырмасын қарау/редакциялау;paymentOrder_viewEditOrder;W
Statement;Выписка;Үзінді-көшірме;navigation_statement;W
Publication date;Дата публикации;Жарияланған күні;news_publDate;W
demand end point;Точка доставки заявления;Өтінішті жеткізілу нүктесі;CustomRequestType_demandEndPoint;W
Signature;ЭЦП;ЭСҚ;authfactorcreate_signature;W
Balance;Остаток;Қалдық;common_plannedBalance;W
User management;Менеджмент;Менеджмент;navigation_management;W
Edit signature rule;Редактирование правила для подписи;Қол қоюға арналған ережені редакциялау;signingrules_edit_title;W
No currencies;Валюты отсутствуют;Валюталар жоқ;noCurrencies;W
Viewing/Editing the Card unblocking reason;Просмотр и редактирование Причины разблокировки карты;Картаны бұғаттан шығару себептерін қарау және редакциялау;viewingEditingCardUnblockReason;W
Type;Тип;Түрі;limit_type;W
Submit;Отправить на подпись;Қол қоюға жіберу;common.submit;W
Transaction history filter settings;Настройки фильтра истории транзакций;Транзакциялар тарихы сүзгісінің баптаулары;transactionsHistoryFilterSettings;W
size field;размерность поля;жолақтың өлшемділігі;temp_sizeField;W
Debit currency;Валюта списания;Есептен шығару валютасы;paymentOrder_debitCurrency;W
Currency;Валюта;Валютасы;intTransfer_currency;W
Employees list;Список сотрудников;Қызметкерлер тізімі;paymentOrder_employeeList;W
Executor;Исполнитель;Орындаушы;events_executor;W
Refunds;Возвраты;Қайтарымдар;navigation_returns;W
Previous state;Начальное состояние;Бастапқы күйі;documentHistory_previousState;W
Sessions;Сессии пользователей;Пайдаланушының сессиялары;sessions_title;W
Create a new Card status;Создать новый Статус карт;Карталардың жаңа мәртебесін жасау;createCardStatus;W
Event;Событие;Оқиға;eventview_title;W
Are you sure you want to delete the Document type;Вы действительно хотите удалить Тип документа;Сіз шынымен құжат түрін жойғыңыз келеді ме?;sureYouWantDeleteDocType;W
Dictionary: Exchange rates;Справочник: Курс валют;Анықтамалық: Валюталар бағамы;exchangeRates_handbook;W
Invalid characters;Недопустимые символы;Рұқсат етілмеген таңбалар;paymentOrder_valid_invalidCharacters;W
Viewing and editing the budget classification code (CSC);Просмотр и редактирование Кода бюджетной классификации(КБК);Бюджеттік сыныптама кодын (БСК) қарау және редакциялау;viewingEditingKBK;W
Events from;События с;... бастап оқиғалар;events_eventsfrom;W
field value;значение поля;Жолақтың мәні;common_fieldValue;W
Transaction history;История транзакций;Транзакциялар тарихы;common_transactionHistory;W
Document with this number already exist, we recommend use another number;Документ с таким номером уже существует, рекомендуем указать следующий номер;Нөмірі осындай құжат бар, келесі нөмірді көрсетуіңізді ұсынамыз;paymentOrder_valid_documentExist;W
Please click "Continue" to keep working;Пожалуйста нажмите "Продлить" чтобы работать далее;Әрі қарай жұмыс істеу үшін «Ұзартуды» басыңыз;mainbar_timeoutActions;W
System dictionaries;Системные справочники;Жүйелік анықтамалықтар;systemHandbooks;W
Creating Account Type;Создание типа счёта;Шот түрін жасау;creatingAccountType;W
Template Name;Имя шаблона;Үлгінің аты;payment_templateName;W
Re-issuance;Перевыпуск;Қайта шығару;reissuance;W
Do you confirm to remove this item?;Подтвердите действие: Вы действительно хотите удалить элемент ?;Әрекетті растаңыз: Сіз шынымен элементті жойғыңыз келеді ме?;demandType_confirm;W
Dictionary: Districts;Справочник: Области;Анықтамалық: Облыстар;districts_handbook;W
Operations with KBK;Действия;Әрекеттер;operationsWithKBK;W
Active;Активный;Белсенді;customeruser_active;W
View/edit pension contribution;Просмотр/редактирование Пенсионноого отчисления;Зейнетақы аударымын қарау/редакциялау;paymentOrder_viewEditPensionContribution;W
History;История;Тарих;common_history;W
Add New Demand;Добавить новое заявление;Жаңа өтінішті қосу;demandCreate_addNewDemand;W
Id;Идентификатор;Сәйкестендіргіш;global_settings.constants.id;W
BIC/SWIFT;БИК/SWIFT;БСК/SWIFT;intTransfer_bankSwift;W
Exchange rates;Курс валют;Валюталар бағамы;navigation_exchangeRates;W
Create Document;Создать платеж;Төлем жасау;common_createNewDocument;W
Currency transfer;Международный перевод валюты;Халықаралық валюта аударымы;navigation_currencyTransfer;W
Clear column settings;Удалить настройки колонок;Бағаналардың баптауларын жою;clear_column_settings;W
Create new job;Создать новую задачу;Жаңа мақсатты жасау;jobs.new_job.title;W
Bank branches;Филиалы банка;Банктің филиалдары;bankBranches;W
User;Пользователь;Пайдаланушы;documentHistory_user;W
Residency code;КБЕ;БеК;common_kbe;W
Наименование Банка;Наименование Банка;Банктің атауы;refunds.sender.bank.name;W
year;год;Жылы;yearLowerCase;W
Rejected;Отклонён;Қабылданбады;common_rejected;W
Value from dictionary;Значение из справочника;Анықтамалықтағы мәні;global_settings.constants.handbook_value;W
Blocked transactions;Заблокированные транзакции;Бұғатталған транзакциялар;blockedTransactions;W
Balance;Остаток;Қалдық;paymentOrder_balance;W
Certificate type;Тип сертификата;Сертификат түрі;certTypes;W
Code VO description;Описание VO;VO сипаттамасы;intTransfer_codeVoDescription;W
Loan products types;Виды кредитных продуктов;Кредит өнімдерінің түрлері;creditProductTypes;W
Max length;Поле должно быть не больше;Жолақ ... үлкен болмауы тиіс;common_maxLength;W
Debit account;Счет списания;Есептен шығару шоты;accTransfer_debitAccount;W
Amount from;Сумма от;Сомасы ... бастап;signingrules_amountFrom;W
Channel;Канал;Арна;events_channel;W
Are you sure you want to delete the Card block reason;Вы действительно хотите удалить Причину блокировки карты;Сіз шынымен картаны бұғаттау себебін жойғыңыз келеді ме?;sureYouWantDeleteCardBlockReason;W
This field must contains only letters;Это поле должно содержать только буквенные символы!;Бұл жолда әріптік таңбалар ғана болуы тиіс!;common_field_onlyletters;W
Organization role;Роль в организации;Ұйымдағы рөлі;companyperson_organizationRole;W
PDF;PDF;PDF;common_exporttopdf;W
Payments;Платежи;Төлемдер;navigation_payments;W
Contract audit number;Учетный номер контракта;Келісім-шарттың есептік нөмірі;common_contractAuditNumber;W
Purchase;Покупка;Сатып алу;exchangeRates_purchase;W
Your text;Ваш текст;Сіздің мәтініңіз;yourText;W
This field should not exceed 512 characters!;Это поле не должно превышать 512 символа!;Бұл жолақ 512 таңбадан аспауы тиіс!;noMore512Symbols;W
Are you sure you want to delete the code of budget classification number;Вы действительно хотите удалить Код бюджетной классификации №;Сіз шынымен № бюджеттік сыныптама кодын жойғыңыз келеді ме?;sureYouWantDeleteKBK;W
Copy a calendar;Скопировать календарь;Күнтізбені көшіру;copyCalendar;W
Phone;Телефон;Телефон;customeruser_phone;W
Refunds;Возвраты;Қайтарымдар;refunds.title;W
National bank of Kazakhstan;Национальный банк Республики Казахстан;Қазақстан Республикасының Ұлттық банкі;exchangeRates_nbrk;W
Amount;Сумма;Сомасы;domTransfer_amount;W
Period;Периодичность;Мерзімділігі;standing.order.periodicity;W
Transliterate;Транслитерация;Транслитерациясы;intTransfer_transliterate;W
Person type;Юридический статус;Заңды мәртебесі;organizationsCreate_persontype;W
Ordering customer name;Имя плательщика;Т.А.Ә.;common_fullName;W
Creating a Card product type;Создание Вида карточных продуктов;Карта өнімдерінің түрін жасау;creatingCardProductType;W
Set as default;Установить по умолчанию;Әдепкі қалпы бойынша орнату;common_setDefault;W
Additionaly;Дополнительно;Қосымша;additionally;W
IIN/BIN;БИН/ИИН;БСН/ЖСН;senderBIN;W
Operations with the Cards status;Действия;Әрекеттер;operationsWithCardsStatus;W
Date;Дата;Күні;events_eventdate;W
Carried forward balance;Исходящий остаток;Шығыс қалдық;carriedForwardBalance;W
add demand type field;добавить поле типа заявления;Өтініш түрінің жолағын қосу;add_custom_field;W
Create new type;Создать новый тип;Жаңа түр жасау;common_createNewType;W
User name;ФИО;Т.А.Ә.;sessions_username;W
