"id";"ru";"translation_key"
2654;Платеж;payment
2655;Период до;invoice_date_to
2656;Курс исполнения с;accTransfer_rateFrom
2657;Название лимита;limit_name
2658;Заявка на перевыпуск карты;reIssuanceCardRequest
2659;Автозаполнение реквизитов;AutoFilling
2660;Код Отправителя;refunds.sender.kod
2661;"1 событие выбрано";events_1selected
2662;ИД;currency_currencyid
2663;Название класса;jobs.class_name
2664;Создать тип заявления;create_demand_type
2665;Сумма от;invoice_amount_from
2666;Категория устройства;events_deviceCategory
2667;Сумма в блоке;common_blockedSum
2668;Создание Типа письма;creatingLetterType
2669;Удалить все настройки;clear_all_settings
2670;Статус кредита;creditStatus
2671;Новая карта;applyForNewCard
2672;Отправка реквизитов;common_shippingRequisites
2673;Дата валютирования;paymentOrder_valueDate
2674;Закрыть счёт;actions_closeAccount
2675;Чтобы войти в систему, нажмите;errorpage420_message
2676;Изменить категорию;CodeCategory_Change
2677;Сохранить день;saveDay
2678;Информация;common_information
2679;Импортировать;common.import
2680;Выставленные мне счета;invoice_name
2681;Период;paymentOrder_period
2682;Включено;notification_active
2683;Просмотр и редактирование канала;viewingEditingChannel
2684;Создать новый Вид депозитных продуктов;createNewDepositProductType
2685;Вы действительно хотите удалить Модуль системы №;sureYouWantDeleteSystemModule
2686;Массовая рассылка;multicasting_packEditTitle
2687;Менеджер;managers_user
2688;событий выбрано;events_X5selected
2689;Фамилия;customeruser_lastName
2690;Карты;navigation_corporatecards
2691;Новый депозит;applyForNewDeposit
2692;Новый;common_new
2694;Детали кредита;creditDetails
2695;Вы действительно хотите удалить Тип письма;sureYouWantDeleteLetterType
2696;Детали карты;cardDetails
2697;БИН организации;withdraw_org_bin
2698;Номер;paymentOrder_documentNumber
2699;Удалить;common_delete
2702;Код;role_code
2703;Доступно;is_available
2704;Задать период;standing_order_interval
2693;Все;common_all
2707;Не удалось подписать документ! Возможно, пароль введен неправильно.;docSigning_signErr
2708;Идентификатор в АБС;manager_externalId
2709;Очистить все;common_allItems
2710;Международное наименование;common_intFullName
2711;заявление выбрано;demand_demandChecked
2712;Создание Причины разблокировки карты;creatingCardUnblockreason
2713;Международный адрес. Область;common_addressIntDistrict
2714;Создание правила для подписи;signingrules_new_title
2715;Временная блокировка;temporaryBlockage
2716;"Чтобы воспользоваться всеми функциями интернет-банкинга, нажмите ""Вход"".";loginToUse
2717;Социальное отчисление;domTransfer_socialContribution
2718;Содержание запроса;requests_request
2719;Создание Банкомата/отделения/терминала;creatingAtmBranchesTerminals
2720;Изменение клиента;organizationsCreate_update
2721;Просмотр и редактирование Типа документа;viewingEditingDocType
2722;Пароли не совпадают;personal_notPairPass
2723;Изменить тип курса валют;editExchangeRateType
2724;Причина блокировки карты;cardBlockingReason
2725;Управление календарём;calendarManagement
2726;Выходной день;DayResource.DayOff
2727;Закрыть;common_close
2728;Реквизиты;withdraw_requisites
2729;Счет;transferRequisites_recipientAccount
2730;Вид карт с таким кодом уже существует;suchCardTypeAlreadyExist
2731;Адрес (Банка Посредника);intTransfer_agentBankAddress
2732;Тип событий;eventsType
2733;Группа типов задач для запуска по расписанию;navigation_jobsGroup
2734;Статусы счетов;accountStatuses
2735;Тип;common_type
2736;Тема письма;letterSubject
2737;Почтовый индекс;common_zip
2738;Блокировка;blocking
2739;Журнал запросов;navigation_requests
2740;Регистрация нового пользователя;customeruser_new_title
2741;Онлайн-чат;onlineChat
2742;Срок;term
2743;Страна;district_countryFullName
2744;Произошла ошибка при сохранении данных;common_ErrorInSaveData
2745;Роли менеджеров;managerroles_title
2746;КНП;paymentOrder_purposeCode
2747;ИИН;common_iin
2748;Создание кода бюджетной классификации(КБК);kbkCreating
2749;Настройки фильтра;common_editFilter
2750;За сегодня;common_today
2751;Отозвать;personal_revoke
2752;Назначение платежа;paymentOrder_purpose
2753;Укажите СМС пароль;login_enter_sms_password
2754;Тип заявления;demandCreate_demandType
2755;Привилегии;rolePermissions_title
2756;Вход;login_enter
2757;Ошибка при обновления дня;dayUpdateError
2758;Удалить;common.remove
2759;календаря выбрано;calSelected
2760;За неделю;common_week
2761;Наименование Отправителя;refunds.sender.name
2762;Банковские справочники;bankHandbooks
2763;Каналы отправки;sendingNotificationsChannels
2764;Код страны (Банка Посредника);intTransfer_agentBankCountryCode
2765;ЕГРПОУ;paymentOrder_payerCode
2766;Ответить;reply
2767;Получатель;paymentOrder_recipientDetail
2768;Это поле должно содержать 6 цифр!;common_field_atleast6digits
2769;пользователей выбрано;customeruser_X5selected
2770;Валюта;exchangeRates_currency
2771;Неправильная пара;exchangeRates_wrongPair
2772;Имя категории;CodeCategory_name
2773;Действует с;authfactor_from
2774;Открыть фильтр;requests_openfiler
2775;Тип комиссии;intTransfer_feeType
2776;Отправитель;senderDetailsBlock
2777;Подтверждаю, что данный платеж и (или) перевод денег не связан с финансированием террористической или экстремистской деятельности и иным пособничеством терроризму либо экстремизму.;intTransfer_isNotLinkTerrorism
2778;История документа;documentHistory_documentHistory
2779;Создать новый банк;createNewBank
2780;Вид карточного продукта;cardProductType
2781;Дата;common_date
2782;Идентификатор;common_id2
2783;Экспорт в Excel;CodeCategory_exportToExcel
2784;Рабочее время: с;workingTimeFrom
2785;Действия;common_documentOperations
2786;Кор. счет Банка Посредника;intTransfer_agentBankAccount
2787;Тип константы;global_settings.constants.table.col.type
2788;Экспорт;common_export
2789;Подтверждаю, что данный платеж и (или) перевод денег не связан с осуществлением физическим лицом валютной операции, требующей получения регистрационного свидетельства, свидетельства об уведомлении, учетного номера контракта.;intTransfer_confirmation
2790;Статус;signingrules_status
2791;Удалить текущее поле;demandType_deleteCurrentRow
2792;Ключ для перевода;demandType_createKeyForTranslate
2793;Отмена;common_cancel
2794;Роль;manager_role
2795;Описание КНП;paymentOrder_purposeCodeDescription
2796;Валюта;signingrules_currency
2797;Просмотр/Изменение;common_viewEdit
2798;БИН;common_TaxCode
2799;Плательщик;standing.order.payer
2800;Новый email;personal_newEmail
2801;Создать новый Тип письма;createNewLetterType
2802;Запомнить назначение;paymentOrder_savePaymentPurpose
2803;Подписать;paymentOrder_sign
2804;VIN код;paymentOrder_vinCode
2805;Добавить новую роль;roles_add
2806;Отчество;customeruser_middleName
2807;Признак блокировки;organizationsCreate_lockingIndication
2808;Плательщик;payer
2809;Активный;signingrules_active
2810;Версия приложения;events_applicationVersion
2811;Ранг организации;orgRank
2812;Письма;letters
2813;Вы действительно хотите удалить Вид карт №;sureYouWantDeleteCardType
2814;Валюта транзакции;transactionCurrency
2815;Сессия завершится через;mainbar_sessionWillExpire
2816;Поиск по содержимому запроса;requests_filtertitle
2817;Международное наименование банка;common_bankIntName
2818;Срочный платеж;paymentOrder_urgentPayment
2819;Номер отзываемого документа;withdraw_doc_num_full
2820;Подготовить импорт;upload_prepare
2821;Фамилия;paymentOrder_lastName
2822;Международное полное название;intFullName
2823;Отправить;login_send
2824;Банки;navigation_banks
2825;БИН/ИИН Получателя;paymentOrder_recipientCode
2826;Сертификаты ЭЦП;certificate.ds
2827;Дата регистрации;organizationsCreate_registrationDate
2828;Неснимаемый остаток;minimumBalance
2829;Телефон;common_phone
2830;Вид карточных продуктов с таким кодом уже существует;cardProductTypeAlreadyExists
2831;Действия;districts_operations
2832;Состояние модуля;jobs.jobState
2833;Статус;EventsExcelCreator.Status
2834;Детали платежа;paymentOrder_detail
2835;Сумма списания с;accTransfer_debitAmountFrom
2836;Действия;calendarOperation
2837;Выдать транш;actions_issueTranche
2838;Пенсионное отчисление;domTransfer_pensionContribution
2839;SMS;customeruser_sms
2840;Форма собственности;common_ownership
2841;Настройки оповещений;notification_title
2842;Дата публикации;multicasting_publicationDate
2843;Создание Пенсионного отчисления;paymentOrder_addNewPensionContribution
2844;БИН плательщика;payersBIN
2845;Идентификатор пароля;customeruser_passwordId
2846;Тема;subject
2847;Новое;itNew
2848;Базовая валюта и вторая валюта не могут иметь один и тот же isoCode;exchangeRate.currency.id.conflict
2849;№ документа, тип заявления;demand_serchHint
2850;IP;events_terminal
2851;Должность;customeruser_position
2852;Банк Посредник;intTransfer_agentBankRequisites
2853;Константы;global_settings.constants.screen.list
2854;Детали депозита;depositDetails
2855;Реквизиты продажи (Списания);paymentOrder_debitRequisites
2856;Начальная сумма не должна превышать конечную;domTransfer_comparison
2857;По типу документа:;standingOder_selectTypeDoc
2858;ФИО;customeruser_fullName
2859;История по задачам;jobs.history
2860;Счет зачисления;accTransfer_creditAccount
2861;Вход;sessions_valid_from
2862;Счет выплаты вознаграждения;interestPaymentAccount
2863;Реквизиты  покупки (Зачисления);paymentOrder_creditRequisites
2864;Новостей нет;noNews
2865;Сертификат;certificate
2866;SWIFT код;swiftCode
2867;Информация о;personal_informationAbout
2868;Статус карт с таким кодом уже существует;cardStatusWithSameCodeAlreadyExists
2869;Настройка фильтра отзыва платежей;withdraw_filter
2870;Название группы типов задач;jobs.nameGroup
2871;Международный адрес. Город;common_addressIntCity
2872;Просмотр Валюты;currency_viewtitle
2873;Действия;demand_operation
2874;Описание;global_settings.constants.table.col.desc
2875;Руководитель;paymentOrder_payerDirector
2876;Отзывы платежей;navigation_paymentsRevokes
2877;Недельный график роботы;dailySchedule
2878;Мои справочники;navigation_myHandbooks
2879;Зарегистрировать в УЦ;vc_register
2880;Сообщение из банка;refunds.msg.from.bank
2881;VIN код не предусмотрен;paymentOrder_vinCodeNotProvide
2882;Вы действительно хотите удалить Город;sureYouWantDeleteCity
2883;Список для печати документов пуст;document.printError.emptyList
2884;Действия;rolePermissions_actions
2885;Кредиты;navigation_credits
2886;Просмотр / Редактирование Шаблона  Зарплатного отчисления;paymentOrder_viewEditPayrollTemplate
2887;Срок сессии истек;errorpage420_title
2888;Расписание;jobs.cron.title
2889;Наименование банка;common_bankName
2890;Длительные поручения;standing.order.title
2891;Добавить новый тип курса валют;addExchangeRateType
2892;Просмотр запроса;requestview_title
2893;Полное название;currency_currencyfullname
2894;Действия;operationsCardBlockReason
2895;Банк;bank
2896;Сохранить;common_save
2897;Иностранные контрагенты;counterparty_intCounterparties
2899;Заголовок;news_head
2900;Международный адрес. Адрес;common_addressIntAddress
2901;Зарплатное отчисление;domTransfer_payroll
2902;Типы курсов валют;currencyExchangeTypes
2903;Статус календаря;calendarStatus
2904;Отправить в банк;common.sentToRBS
2905;Название депозита;depositName
2906;Вид платежа;paymentType
2907;Несжимаемый остаток;incompressibleBalance
2908;Меню пользователя;page_customermenutitle
3014;Безналичные операции;exchangeRates_nonCashTransactions
2909;Вы действительно хотите удалить Статус карт;sureYouWantDeleteCardStatus
2910;Деактивировать;sessions_deactivate
2911;Тип отчисления;paymentOrder_employeeTransferCategory
2912;Создать новый КБК;createNewKBK
2913;Правила подписи;signatureRules
2914;Номинальная ставка вознаграждения;nominalInterestRate
2915;Новый телефон;personal_newPhone
2916;Полное название;organizationsCreate_fullName
2917;Блокирован;customeruser_blocked
2918;Счет;paymentOrder_account
2919;Операция;operation
2920;Создать новое заявление;demand_createNewDemand
2921;Вы действительно хотите удалить Банкомат/отделение/терминал;sureYouWantDeleteAtmBranchTerminal
2922;Код типа задачи;jobs.code
2923;в том числе НДС =;paymentOrder_withVat
2924;Добавить фактор авторизации;authfactor_add
2925;Дата документа;paymentOrder_documentDate
2926;Пароль;login_password
2927;Действия;creditOperations
2928;Сбросить;common_reset
2929;Выберите файл;upload_chooseFile
2930;Назначение;invoice_paymentPurpouse
2931;Валюта;limit_currency
2932;Строка cron;jobs.schedule
2933;БИК Банка;refunds.sender.bik
2934;Сумма зачисления с;accTransfer_creditAmountFrom
2935;Обновить меню;common_updateMenu
2936;Действия;demandType_operetionWithType
2937;Наименование организации;withdraw_org_name
2938;Статус;invoice_status
2939;Действия;common_accountOperations
2940;Быстрые ссылки;quickLinks
2941;Счет бенифициара;common_benefAccount
2942;Просмотр/редактирование группы констант;global_settings.constants.group.screen.view_edit
2943;Просмотр и редактирование Региона;viewingEditingRegion
2944;Область;district_district
2945;Произошла ошибка при получении данных с сервера, перегрузите страницу;common_ErrorInGetData
2946;Дата окончания;expirationDate
2947;от;intTransfer_from
2948;Создать новый Статус документа;createDocStatus
2949;Код группы типов задач;jobs.codeGroup
2950;Удалить категорию;CodeCategory_Delete
2951;Значение повторяется;paymentOrder_valueRepeat
2952;Нет данных;common_noData
2953;Электронная почта;common_email
2954;Список типов задач;jobs.TypesList
2955;Краткое имя;manager_shortName
2956;Импортировать;upload_import
2957;Роли;manager_roles
2958;Завершение сессии;mainbar_timeoutTitle
2959;Подпись разрешена;authfactor_signAllowed
2960;Обменный курс не актуален;exchangeRates_notActual
2961;Город;intTransfer_recipientBankCity
2962;Действия;currency_operations
2963;Вы действительно хотите удалить Причину разблокировки карты;sureYouWantDeleteCardUnblockType
2964;Пароль;customeruser_password
2965;Ошибка при загрузке данных дня!;dayDataLoadingError
2966;Создание Шаблона Зарплатного отчисления;paymentOrder_addNewPayrollTemplate
2967;Виды платежей по кредитам;loanPaymentsTypes
2968;Действия;CodeCategory_OperationWithType
2969;Вход до;sessions_filterto
2970;Курс покупки;exchangeRates_coursePurchase
2972;Код категории;CodeCategory_code
2973;Просмотр/редактирование Зарплатного отчисления;paymentOrder_viewEditPayroll
2975;Не активный;sessions_notactive
2976;Дата и время совершения действия;events_eventdatetime
2977;Регионы;regions
2978;Курс валюты;exchangeRates_course
2979;Источник автозаполнения;temp_sourceField
2980;Причина разблокировки карты с таким кодом уже существует;cardUnblockReasonAlreadyExists
2981;Сумма с;domTransfer_amountFrom
2982;Контрагенты;counterparty_counterparties
2983;Выставление счета на оплату;actions_invoicingForPayment
2984;Документы:типы заявлений;demandType_document_typedemand
2985;Создание длительного поручения;standing_order_create
2986;Статус изменен успешно!;statusChangedSuccessful
2987;Файл не может быть обработан ;payment.import.error.common
2988;Создание нового депозита;newDepositCreating
2989;Справочник: Типы многофакторной авторизации;authfactors_title
2990;Действия;exchangeRates_cashTransactions
2991;Пароль;authfactorcreate_password
2992;Код;senderResidencyCode
2993;Заказать выписку;common_orderTheExcerpt
2994;Входящие;inbox
2995;Дата договора;contractDate
2996;Срок действия пароля;customeruser_passwordExpiry
2997;Типы письма;lettersTypes
2998;Виды карт;cardTypes
2999;Каждые;standing.order.every
3000;Пользователи;navigation_users
3001;Вид кредита;creditType
3002;№ депозитного договора, Наименование организации, БИН организации;depositNumberOrgNameOrgBin
3003;Настроить список получателей;createDemandType_reciversSetings
3004;Исходящие;outbox
3005;символов;common_symbolsForMaxLength
3006;Создать строку cron;jobs.createCronString
3007;ЭЦП;eds
3008;Страница;grid_page
3009;Код страны;common_countryCode
3010;Период от;invoice_date_from
3011;Заявления;navigation_demand
3012;Сообщение;multicasting_text
3013;Списание;accTransfer_debit
3015;Двухсимвольный код;twoSymbolCode
3016;Справочник: Банки;banks_handbookBanks
3017;Пополнить депозит;refillDeposit
3018;Действия;operationsWithDocType
3019;Валюта зачисления;accTransfer_creditCurrency
3020;Настройки фильтра менеджеров;managers_filtertitle
3021;Валютная пара;exchangeRates_currencyPair
3022;Серийный номер;serial
3023;Интернет банкинг;internetBanking
3024;Страница не найдена;notFound_not_found
3025;Платёж в бюджет;paymentOrder_budgetPaymentDetail
3026;Назначение платежа;domTransfer_purpose
3027;до;TOLowerCase
3028;Окончание;jobs.finished
3029;Новый счет;new_account
3030;ошибка;common_error
3031;Год;year
3032;Создать копию;common_createCopy
3033;За месяц;common_month
3034;события выбрано;events_X4selected
3035;Экспорт в Excel;common_exporttoexcel
3036;Редактировать заявление;demandCreate_EditDemand
3037;Международное краткое название;intShortName
3038;Сумма начисленных %;amountAccruedPercentage
3039;Добавить новый курс валют;addExchangeRate
3040;Изменить курс валют;editExchangeRate
3041;Действия;operationsWithCardUnblockReason
3042;Создание Шаблона Платежного поручения;paymentOrder_addNewOrderTemplate
3043;Отменить поиск;grid_cancelsearch
2701;Активировать;common_activate
3044;"1 календарь выбран";oneCalendarIsSelected
3045;Вид;common_kind
3046;заявлений выбрано;demand_demandsChecked
3047;Сертификат отсутствует;certificate.missing
3048;БИК/SWIFT Банка Посредника;intTransfer_agentBankSwift
3049;Это поле должно содержать 3 символа!;common_field_atleast3chars
3050;Не правильный формат числа;common_WorngNumberFormat
3051;Код должен состоять только из цифр;onlyDigitsCode
3052;Номер карты;cardNumber
3053;Модули системы;systemModules
3054;Счет;paymentOrder_recipientAccount
3055;Данная валюта недоступна для оплаты, обратитесь в службу поддержки банка;intTransfer_errorCurrencyUnavailable
3056;Тип курса;exchangeRates_courseType
3057;Геопозиция;geoposition
3058;Текущий пароль;personal_currentPass
3059;Город (Банка Посредника);intTransfer_agentBankCity
3060;БИК национальный;bikNat
3061;"1 пользователь выбран";customeruser_1selected
3062;Счета;navigation_accounts
3063;Создание Статуса карт;creatingCardStatus
3064;№ кредитного договора, Наименование организации, БИН организации;creditNumberOrgNameOrgBin
3065;Журнал запросов;requests_title
3066;Курс не известен;exchangeRates_exchangeRatesAreNotKnown
3067;Конструктор заявлений;navigation_demand_constructor
3068;Это поле должно содержать только цифры!;common_field_onlydigits
3069;Номер счета;accountNumber
3070;Сумма займа;loanAmount
3071;Метод;requests_method
3072;Создание Модуля системы;creatingSystemModule
3073;Значение;global_settings.constants.value
3074;Индивидуальный курс;paymentOrder_individualExchangeRate
3075;Информация отправителя получателю;intTransfer_recipientInfo
3076; ;common_blank
3077;Цифровой код;currency_field_digitcode
3078;Это поле должно содержать 3 цифры!;common_field_atleast3digits
3080;Логин;customeruser_login
3081;Количество сессий;customeruser_sessionsLimit
3082;Создание новой области;districts_create
3083;наименование бенефициара;common_benefName
3084;Просмотр и редактирование Статуса карт;viewingEditingCardsStatus
3085;Типы Заявлений;navigation_demandType
3086;Дата рождения;paymentOrder_birthDate
3087;Название роли;role_name
3088;Настройки фильтра событий;events_filtertitle
3089;Поле справочника;temp_fieldsReferenceField
3090;Сообщение из банка;paymentOrder_bankResponse
3091;Счет;signingrules_account
3092;Изменить текущее поле типа заявления;change_custom_field
3093;Получатель;standing.order.receiver
3094;Тип письма с таким кодом уже существует;letterTypeWithSameCodeAlreadyExists
3095;Текущее заявление сохранено;demandCreate_Curent_demand_saved
3096;Категория;demandType_category
3097;Счет;common_account
3098;Детали сотрудника;employee_detailsEmployee
3099;Действует по;authfactor_to
3100;Сумма зачисления по;accTransfer_creditAmountTo
3101;Менеджер;paymentOrder_manager
3102;Детали транзакции;transactionDetails
3103;Вы были удалены администратором банка;errorpage418_title
3104;Такой банк не существует;paymentOrder_valid_bankNotExist
3105;Код бюджетной классификации(КБК);budgetClassificationCode
3106;"1 символ";common_field_1symbol
3107;Запрос на перевыпуск сертификата создан. Ожидайте ответ менеджера;certReqCreated
3108;ФИО менеджера;managerInitials
3109;Сохранить и перейти в список;createDemandType_saveAndGo
3110;Просмотр и редактирование банка;viewingEditingBank
3111;Название;common_name
3112;Базовая валюта;exchangeRates_baseCurrency
3113;Значение по умолчанию;options_default
3114;Справочники;navigation_commonHandbooks
3115;Просмотр;common_view
3116;Первое значение;firstValue
3117;Конечное состояние;documentHistory_endState
3172;Типы;authfactorcreate_types
3079;Лимит;creditLimit
3118;Дни со специальным графиком;daysWithASpecialSchedule
3119;Дата учетного номера контракта;common_contractAuditDate
3120;Поиск;common_search
3121;Создать новый Город;createNewCity
3122;Счет;invoice_account
3123;Курс продажи;exchangeRates_courseSale
3124;Да;boolean_true
3126;Адрес;common_address
3127;Статус;sessions_isactive
3128;Полномочия сменятся через;mainbar_authorityChanges
3129;Длительные поручения;navigation_standingOrders
3130;Регулярные платежи;navigation_standingOrders_person
3131;Признак блокировки;organization.grid.column.status
3132;Внешняя система;externalSystem
3133;Список сотрудников не заполнен;paymentOrder_employeesListEmpty
3134;Меню пользователя;navigation_menutree_customer
3135;Настройки фильтра длительных поручений;standing_order_filter
3136;Вход после;sessions_filterfrom
3137;Канал обслуживания (Web, mob);events_servicechannel
3138;ИИН/БИН;paymentOrder_taxCode
3139;ключ для перевода;demandType_createkeyForTranslate
3140;Содержание;news_desc
3141;Просмотр/редактирование;viewingEditingDeposit
3142;Прочитано;read
3143;Организации;organizations_organizations
3144;История действий;navigation_events
3145;Просмотр Перевода между своими счетами / Конвертации валюты;paymentOrder_viewAccountTransfer
3146;Действия;exchangeRates_operations
3147;Типы многофакторной авторизации;authFactorsTypes
3148;Перевод между своими счетами/Конвертация валюты;accTransfer_accountTransfer
3149;Перевод между своими счетами, Конвертация валюты;accTransfer_accountTransfer1
3150;Тип документа;signingrules_docType
3151;Обновить день;updateDay
3152;Название счёта;accountName
3153;Рабочие;common_workDocument
3154;Валюта зачисления;paymentOrder_creditCurrency
3155;Наименование;demandType_name
3156;Дата открытия счёта;account_openingDate
3157;Добавление лимита;limit_add
3158;Удаление невозможно из-за свзанных данных;common_deleteimpossible
3159;Тема;multicasting_theme
3160;Ошибки:;common_hasError
3161;Справочник;temp_sourceCodeField
3162;Вид карты;cardType
3163;Руководитель;CompanyPerson_Director
3164;Код ISO;currency_ISOcode
3165;Группа получателей;multicasting_group
3166;Создать новый Вид карт;createCardType
3167;Лимит;signingrules_limit
3168;Статусы документа;documentStatuses
3169;Причина;reason
3170;Возможность прикреплять файл;Can_attache_file
3171;Максимальное время работы( в сек);jobs.maxExecutionTime
3173;Серийный номер;companyperson_certificate_sn
3174;Сумма;limit_amount
3175;Второе значение;secondValue
3176;Группы констант;global_settings.constants.group.screen.list
3177;Конвертация;navigation_conversion
3178;Такой код не существует;paymentOrder_valid_codeNotExist
3179;Сохранить шаблон;paymentOrder_updateTemplate
3180;Входящий остаток;broughtForwardBalance
3181;Пароль не соответствует маске;common_incorrectPass
3182;Получатели  уведомления;Notification_receivers
3183;Блок реквизитов: Детали платежа;paymentDetailsBlock
3184;Действует по;companyperson_certificate_to
3185;Нет;boolean_false
3186;Счет Отправителя;refunds.sender.acc
3187;Счет;paymentOrder_payerAccount
3188;Детали комисии;intTransfer_feeDetail
3189;Invoiced bills for payment;invoiced.title
3190;До;common_to
3191;Возврат по социальному отчислению;refunds.socialcontribution
3192;Причина разблокировки карты;cardUnblockingReason
3193;КБЕ;paymentOrder_recipientResidencyCode
3194;Скрыть;common_hide
3195;День обновлён!;dayIsUpdated
3196;Новый пароль;personal_newPass
3197;Курс исполнения по;accTransfer_rateTo
3198;Главный Бухгалтер;CompanyPerson_ChiefAccountant
3199;Остаток основного долга в валюте займа;balanceLoanCurrency
3200;Менеджер;common_manager
3201;Наименование плательщика;domTransfer_payerName
3202;Имя;login_name
3203;Подтвердить;common_confirm
3204;Календари;calendars
3205;Справочник: Календари;handbookCalendars
3206;Это поле должно содержать 1 символ!;common_field_atleast1char
3207;Справочник: Назначение платежа;paymentOrder_handbookPaymentPurpose
3208;Номер АБС;AbsNumber
3209;Изменить телефон;personal_changePhone
3210;Параметры;jobs.parameter.title
3211;Дата последнего обновления курсов;exchangeRates_lastUpdDateTime
3212;Действует до;sessions_expiry
3213;БИН/ИИН;refunds.tax.code
3214;Дата по;common_periodTo
3215;Причина блокировки карты с таким кодом уже существует;cardBlockReasonExists
3216;Реквизиты - Социальные отчисления;transferRequisites_socialRequisites
3217;Новости;navigation_news
3218;Несколько значений из справочника;global_settings.constants.handbook_multi_value
3219;Банкоматы/отделения/терминалы;atmBranchesTerminals
3220;Длина должна составлять 20 символов.;paymentOrder_valid_20chars
3221;Обновить;common_update
3222;Изменение назначения платежа;paymentOrder_changingThePurpose
3223;МФО банка;common_bankCode
3224;Синхронизировать;sync
3225;Изменить название;changeName
3489;Страны;navigation_countries
3226;Дней до события;notification_period
3227;Печатать;common_Print
3228;Регион;common_region
3229;Действия;operationsWithSystemModule
3230;Счет взимания комиссии;intTransfer_feeAccount
3231;Просмотр и редактирование типов многофакторной авторизации;authfactoredit_title
3232;Причина отзыва;withdraw_reason
3233;Отчество;paymentOrder_middleName
3234;ФИО пользователя;customerInitials
3235;Настройки фильтра;filterSettings
3236;Печать заявления;demandCreate_print
3237;Создание Статуса документа;creatingDocStatus
3238;Операции;common_operations
3239;Подписать;common_sign
3240;Просмотр и редактирование данных менеджера;manager_editor_title
3241;Все;global_settings.constants.group.all
3242;Статус документа с таким кодом уже существует;docStatusWithSameCodeAlreadyExists
3243;Наименование Банка;transferRequisites_recipientBankName
3244;Редактировать;common_edit
3245;Пополнение карты;cardReplenishment
3246;Интернациональное название;district_intName
3247;День сохранён!;dayIsSaved
3248;Ф.И.О. Пользователя;events_executorname
3249;Рабочий день;DayResource.WorkingВay
3250;Пользователь;customerUser_user
3251;Вид депозита;depositType
3252;Справочник: Валюта;currency_handBooktitle
3253;Код;common_code
3254;календарей выбрано;calendarsSelected
3255;Действия;operationsWithLetterType
3256;Повтор нового пароля;personal_confirmNewPass
3257;Название продукта;productName
3258;Сумма до;invoice_amount_to
3259;Схема;signingrules_schema
3260;Сумма по;domTransfer_amountTo
3261;Создать новую Причину разблокировки карты;createCardUnblockReason
3262;Выставленные мной счета;exposedorder_name
3263;Быстрая ссылка;quick_link
3264;Факс;fax
3265;Задачи;navigation_jobs
3266;Регистрация нового менеджера;manager_new_title
3267;Адрес;intTransfer_recipientBankAddress
3268;Ошибка. Цифровая подпись не прошла проверку!;docSigning_errorSignatureInvalid
3269;Категории заявлений;navigation_labelReference
3270;Просмотр и редактирование страны;viewingEditingCountry
3271;Страна;common_country
3272;Наименование не должно превышать 500 символов;nameNoMore500Symbols
3273;Перевод/конвертация валюты;actions_currencyTransferConversion
3274;Заявка на досрочное погашение кредита;actions_earlyRepaymentOrder
3275;Тип пользователя;sessions_usertype
3277;Международный адрес. Почтовый индекс;common_addressIntZip
3278;Просмотр Пенсионноого отчисления;paymentOrder_viewPensionContribution
3279;Общий остаток;common_balance
3280;Редактировать;organization.grid.change
3282;Заблокирован;organization.grid.blocked
3283;Рассчитать НДС;paymentOrder_calculateVat
3284;Просмотр и редактирование Причины блокировки карты;viewingEditingCardBlockReason
3285;Владелец (DN);companyperson_certificate_subjectDN
3286;Сессии пользователей;navigation_sessions
3287;Неверный формат;paymentOrder_valid_wrongFormat
3288;Добавить уполномоченное лицо;companyPersons_add
3289;Дата и время;documentHistory_date
3290;Название кредита;creditName
2700;Заблокировать;common_deactivate
3291;Номер;common_number
3292;Просмотр Курсов валют;exchangeRates_view
3293;Опубликовать;createDemandType_publish
3294;Кросс-курс безналичный;exchangeRates_cross
3295;Счет погашения задолженности;debtsRepaymentAccount
3296;SMS;authfactorcreate_SMS
3297;Настройки фильтра заявлений;demand_filter
3298;Создание Города;creatingCity
3299;Гл. бухгалтер;paymentOrder_payerChiefAccountant
3300;Корреспондентский счёт банка;banks_correspondentBankAccount
3301;Дата контракта;common_contractDate
3302;Вход с;companyperson_validfrom
3303;Наименование Банка Посредника;intTransfer_agentBankName
3304;Блокирован;common_blocked
3305;Клиентские данные;clientData
3306;Все пользователи выбраны;customeruser_allselected
3307;Применить;common_ok
3308;Действия;operationsWithCardType
3309;пользователя выбрано;customeruser_X4selected
3310;Сменить пароль;customeruser_forcePasswordChange
3311;Зафиксировать сумму;fix_amount
3312;Ошибка при обновлении. Возможно это дубликат?;updatingCalendarError
3313;Ошибка при запросе на Удостоверяющий Центр;vcReqError
3314;Реквизиты Банка контрагента;counterparty_bankRequisites
3315;События до;events_eventsto
3316;Просмотр и редактирование типа уведомления;viewingEditingNotificationType
3317;Возврат по зарплатному отчислению;refunds.payroll
3318;Версия броузера;events_browser
3319;Просмотр деталей / редактировать;common_detailsEdit
3320;Точка доставки;demandType_delivery
3321;Наименование или ИИН/БИН организации отправителя;refunds.filter.sender
3322;Настройка доступа;navigation_permissions
3323;Создать новую категорию;CodeCategory_createNewCategory
3324;Тип пользователя;events_usertype
3325;C НДС (12%);paymentOrder_vat12
3326;История блокировок карты;cardBlockingHistory
