en;ru;uk;kk;translation_key
KAZKOMMERTSBANK, ALMATY, KZ;KAZKOMMERTSBANK, ALMATY, KZ;KAZKOMMERTSBANK, ALMATY, KZ;KAZKOMMERTSBANK, ALMATY, KZ;USD_CORRESPONDENT_BANK_NAME_2
Halyk Saving Bank Kazakhstan,  ALMATY,  KZ;Halyk Saving Bank Kazakhstan,  ALMATY,  KZ;Halyk Saving Bank Kazakhstan,  ALMATY,  KZ;Halyk Saving Bank Kazakhstan,  ALMATY,  KZ;USD_CORRESPONDENT_BANK_NAME_3
SBERBANK;SBERBANK;SBERBANK;SBERBANK;RUB_CORRESPONDENT_BANK_NAME_1
ALFA-BANK. МОСКВА. РОССИЯ;ALFA-BANK. МОСКВА. РОССИЯ;ALFA-BANK. МОСКВА. РОССИЯ;ALFA-BANK. МОСКВА. РОССИЯ;RUB_CORRESPONDENT_BANK_NAME_2
Commerzbank A.G.;Commerzbank A.G.;Commerzbank A.G.;Commerzbank A.G.;GBP_CORRESPONDENT_BANK_NAME_1
Commerzbank A.G.;Commerzbank A.G.;Commerzbank A.G.;Commerzbank A.G.;CHF_CORRESPONDENT_BANK_NAME_1
INDUSTRIAL AND COMMERCIAL BANK OF CHINA, BEIJING, CHINA;INDUSTRIAL AND COMMERCIAL BANK OF CHINA, BEIJING, CHINA;INDUSTRIAL AND COMMERCIAL BANK OF CHINA, BEIJING, CHINA;INDUSTRIAL AND COMMERCIAL BANK OF CHINA, BEIJING, CHINA;CNY_CORRESPONDENT_BANK_NAME_1
INDUSTRIAL AND COMMERCIAL  BANK OF CHINA,  ALMATY,  KZ;INDUSTRIAL AND COMMERCIAL  BANK OF CHINA,  ALMATY,  KZ;INDUSTRIAL AND COMMERCIAL  BANK OF CHINA,  ALMATY,  KZ;INDUSTRIAL AND COMMERCIAL  BANK OF CHINA,  ALMATY,  KZ;CNY_CORRESPONDENT_BANK_NAME_2
АО "AsiaCredit Bank (АзияКредит Банк)";АО "AsiaCredit Bank (АзияКредит Банк)";АТ "AsiaCredit Bank (АзияКредит Банк)";АО "AsiaCredit Bank (АзияКредит Банк)";property_asia_bank
Акционерное общество "BANK EXPOCREDIT (БАНК ЭКСПОКРЕДИТ)";Акционерное общество "BANK EXPOCREDIT (БАНК ЭКСПОКРЕДИТ)";Акціонерне товариство "BANK EXPOCREDIT (БАНК ЭКСПОКРЕДИТ)";Акционерное общество "BANK EXPOCREDIT (БАНК ЭКСПОКРЕДИТ)";translation_24
АО "Bank Expocredit (Банк Экспокредит)";АО "Bank Expocredit (Банк Экспокредит)";АТ "Bank Expocredit (Банк Экспокредит)";АО "Bank Expocredit (Банк Экспокредит)";translation_25
Default X Bank;Default X Bank;Default X Bank;Default X Bank;translation_26
is Active;Задача активна;Задача активна;Задача активна;isActive
Mo;Пн;Пн;Пн;short_MONDAY
Tu;Вт;Вт;Вт;short_TUESDAY
We;Ср;Сер;Ср;short_WEDNESDAY
Th;Чт;Чт;Чт;short_THURSDAY
Fr;Пт;Пт;Пт;short_FRIDAY
St;Сб;Сб;Сб;short_SATURDAY
Su;Вс;Нд;Вс;short_SUNDAY
Days off;Нерабочие дни;Неробочі дні;Жұмыс емес күндер;days_off
24 hours a day;Круглосуточно;Цілодобово;тәулік бойы;work_24_hours
Invalid value(values);Значение(одно из значений) заполнено неверно;Значення (одне або декілька) заповнені невірно;Значение(одно из значений) заполнено неверно;constant.validation.multi.value.invalid
VAT;НДС;ПДВ;НДС;VAT_CODE
Национальные валюты;Национальные валюты;Національні валюти;Национальные валюты;CURRENCY_CODE
Окно синхронизации ОТП токена;Окно синхронизации ОТП токена;Вікно синхронізації ОТР токена;Окно синхронизации ОТП токена;LOOK_AHEAD_RESYNCHRONIZATION_WINDOW
Длина пароля ОТП токена;Длина пароля ОТП токена;Довжина паролю ОТП токена;Длина пароля ОТП токена;OTP_TOKEN_LENGTH
Максимально количество неверных попыток ОТП токена;Максимально количество неверных попыток ОТП токена;Максимальна кількість невірних спроб введення ОТР-токенов;Максимально количество неверных попыток ОТП токена;INCORRECT_ATTEMPTS
Полное наименование;Полное наименование;Повне найменування ;Полное наименование;FULL_BANK_NAME
Сокращённое наименование;Сокращённое наименование;Скорочене найменування;Сокращённое наименование;SHORT_BANK_NAME
БИК;БИК;BIC;БИК;property_BIK
БИН;БИН;БІН;БИН;property_BIN
КБЕ;КБЕ;КБЕ;КБЕ;property_KBE
Код ОКПО;Код ОКПО;Код ЄДРПОУ;Код ОКПО;property_OKPO_CODE
Юридический адрес;Юридический адрес;Юридична адреса;Юридический адрес;property_BANK_ADDRESS
минимальная длина логина;минимальная длина логина;Мінімальна довжина логіну;минимальная длина логина;property_MIN_LOGIN_LENGTH
максимальная длина логина;максимальная длина логина;Максимальна довжина логіну;максимальная длина логина;property_MAX_LOGIN_LENGTH
минимальная длина пароля;минимальная длина пароля;Мінімальна довжина паролю;минимальная длина пароля;property_MIN_PWD_LENGTH
максимальная длина пароля;максимальная длина пароля;Максимальна довжина паролю;максимальная длина пароля;property_MAX_PWD_LENGTH
требуемые символы для пароля;требуемые символы для пароля;Обов'язкові символи для паролю;требуемые символы для пароля;property_ALLOWED_PWD_SYMBOLS
глубина истории паролей;глубина истории паролей;Глибина історії паролів;глубина истории паролей;property_PWD_HISTORY_DEEP
колличество неверных попыток паролей;колличество неверных попыток паролей;Кількість невірних спроб введення паролю;колличество неверных попыток паролей;property_PWD_INCORRECT_ATTEMPTS
срок действия пароля;срок действия пароля;Строк дії паролю;срок действия пароля;property_PWD_LIFE
колличество дней до уведомления пользователя об окночании срока пароля;колличество дней до уведомления пользователя об окночании срока пароля;Кількість днів до повідомлення про завершення строку дії паролів;колличество дней до уведомления пользователя об окночании срока пароля;property_PWD_NOTIFICATION
Тип файла;Тип файла;Тип файлу;Тип файла;property_FILE_TYPE
Размер файла Мб;Размер файла Мб;Розмір файлу Мб;Размер файла Мб;property_FILE_SIZE
Продолжительность сессии, c;Продолжительность сессии, c;Тривалість сесії, з;Продолжительность сессии, c;property_SESSION_TIME
Profile;Profile;Profile;Profile;property_PROFILE
ProfilePassword;ProfilePassword;ProfilePassword;ProfilePassword;property_PROFILE_PASSWORD
ManagerSN;ManagerSN;ManagerSN;ManagerSN;property_KEY_SERIAL_NUMBER
Количество сессий;Количество сессий;Кількість сесій;Количество сессий;property_SESSION_AMOUNT
Default tariff;Default tariff;Default tariff;Default tariff;property_DEFAULT_TARIFF
Размер тела письма;Размер тела письма;Розмір наповнення листа;Размер тела письма ;property_LETTER_BODY_SIZE
Длительность актуальности новости;Длительность актуальности новости;Тривалість актуальності новини;Длительность актуальности новости;property_NEWS_ACTUALITY
Период валютирования платежей (максимальное колличество дней);Период валютирования платежей (максимальное колличество дней);Період валютування платежів (максимальна кількість днів);Период валютирования платежей (максимальное колличество дней);property_MAX_VALUE_DAYS
URL шины банка;URL шины банка;URL шини банку;URL шины банка;property_INTEGRATION_ABS_URL
Логин доступа к шине банка;Логин доступа к шине банка;Логін доступу до шини банку;Логин доступа к шине банка;property_INTEGRATION_ABS_LOGIN
Пароль доступа к шине банка;Пароль доступа к шине банка;Пораль доступу до шини банку;Пароль доступа к шине банка;property_INTEGRATION_ABS_PASSWORD
Срок действия смс-кода;Срок действия смс-кода;Строк дії смс-коду;Срок действия смс-кода;property_SMS_VALID_PERIOD
Сообщение о получении кода для входа в интернет-банкинг;Сообщение о получении кода для входа в интернет-банкинг;Повідомлення про отримання коду для входу в інтернет-банкінг;Сообщение о получении кода для входа в интернет-банкинг;translation_27
Сообщение о получении кода для подтверждения документа;Сообщение о получении кода для подтверждения документа;Повідомлення про отримання коду для підтвердження документу;Сообщение о получении кода для подтверждения документа;translation_28
Сообщение о получении кода для подтверждения смены пароля;Сообщение о получении кода для подтверждения смены пароля;Повідомлення про отримання коду для підтвердження зміни паролю;Сообщение о получении кода для подтверждения смены пароля;translation_29
Фиксированый КНП при конвертации валюты (покупка валюты);Фиксированый КНП при конвертации валюты (покупка валюты);Фіксований КНП при конвертації валюти (купівля валюти);Фиксированый КНП при конвертации валюты (покупка валюты);translation_30
Фиксированый КНП при конвертации валюты (продажа валюты);Фиксированый КНП при конвертации валюты (продажа валюты);Фіксований КНП при конвертації валюти (продаж валюти);Фиксированый КНП при конвертации валюты (продажа валюты);translation_31
Фиксированое назначение платежа при внутренних платежах (перевод со счета на счет в одной валюте);Фиксированое назначение платежа при внутренних платежах (перевод со счета на счет в одной валюте);Фіксоване призначення платежу при внутрішніх платежах (перевод з рахунку на рахунок водній валюті);Фиксированое назначение платежа при внутренних платежах (перевод со счета на счет в одной валюте);translation_32
Срок действия смс-кода;Срок действия смс-кода;Строк дії смс-коду;Срок действия смс-кода;translation_33
SMPP HOST;SMPP HOST;SMPP HOST;SMPP HOST;translation_34
SMPP PORT;SMPP PORT;SMPP PORT;SMPP PORT;translation_35
SMPP USER;SMPP USER;SMPP USER;SMPP USER;translation_36
SMPP PASSWORD;SMPP PASSWORD;SMPP PASSWORD;SMPP PASSWORD;translation_37
SMPP TON;SMPP TON;SMPP TON;SMPP TON;translation_38
SMPP NPI;SMPP NPI;SMPP NPI;SMPP NPI;translation_39
Block Time;Время блокировки;Час блокування;Время блокировки;property_USER_BLOCK_TIME
Your account was blocked by administrator. For more information contact bank.;Ваша учетная запись была заблокирована администратором банка. Для уточнения деталей обратитесь в банк.;Ваш обліковий запис було заблоковано адміністратором банку. Для уточнення деталей зверніться до банку;Ваша учетная запись была заблокирована администратором банка. Для уточнения деталей обратитесь в банк.;login.adminBlock
Login may not be from this list;Логин не должен быть из списка;Логін не повинен бути із списку;Логин не должен быть из списка;errorLoginFromList
The number of incorrect passwords has been exceeded! Your account has been temporarily suspended!;Превышено колличество ввода неверных паролей! Ваша учетная запись временно заблокирована!;Перевищено кількість спроб вводу невірних паролів! Ваш обліковий запис тимчасово заблоковано!;Превышено колличество ввода неверных паролей! Ваша учетная запись временно заблокирована!;login_morePass
Login and password cannot be the same;Логин и пароль не должны совпадать;Логін і пароль не можкть співпадати;Логин и пароль не должны совпадать;passNotTheSame
Password may be less then;Пароль должен быть меньше;Пароль має бути менше;Пароль должен быть меньше;passLessPass
Password may be more then;Пароль должен быть больше;Пароль має бути більше;Пароль должен быть больше;passMorePass
Sender not found with INN;Отправитель не найден с ИИН;Відправника не знайдено по ІПН;Отправитель не найден с ИИН;mt_sender_invalid_inn
Invalid value date;дата валютирования должна быть больше или равна текущей дате;дата валютування має бути більшою або дорівнювати поточній даті;дата валютирования должна быть больше или равна текущей дате;mt_invalid_value_date
MT100: Invalid PSO;МТ100: неверный PSO;MT100: невірний PSO;МТ100: неверный PSO;mt_invalid_pso
MT100: Invalid VO;МТ100: неверный VO;MT100: невірний VO;МТ100: неверный VO;mt_invalid_vo
Currency must be KZT;валюта денег должна быть KZT;валюта має бути KZT;валюта денег должна быть KZT;mt_invalid_currency
не пренадлежыт кастомеру с ИИН;не пренадлежыт кастомеру с ИИН;Не належить користувачу з ІПН;не пренадлежыт кастомеру с ИИН;acc_not_for_inn
итоговая сумма не совпадает;итоговая сумма не совпадает;Підсумкова сума не співпадає;итоговая сумма не совпадает;mt_invalid_result_amount
Нарушена структура;Нарушена структура;Порушено структуру;Нарушена структура;mt_invalid_structure
Cannot use the last;Невозможно использовать последние;Неможливо використати останні;Невозможно использовать последние;passDepth
passwords;паролей;паролів;паролей;passDepthPass
Password creation;Создание пароля;Створення паролю;Создание пароля;login_passCreation
Branch Atyrau;Филиал в г.Атырау;Філія в м. Атирау;Филиал в г.Атырау;sp_Branch_Atyrau
Branch Astana;Филиал в г.Астана;Філія в м.Астана;Филиал в г.Астана;sp_Branch_Astana
Branch Almaty;Филиал в г.Алматы;Філія в м.Алмати;Филиал в г.Алматы;sp_Branch_Almaty
Completed;Завершенная;Завершена;Завершенная;ct_Completed
Blocked;Заблокированная;Заблокована;Заблокированная;ct_Blocked
Currency purchase and sale course cannot be equal;Курс покупки не может быть равен курсу продажи;Курс купівлі не має дорівнювати курсу продажу;Курс покупки не может быть равен курсу продажи;exchangeRate.equal.amount
ExchangeRateDTO is null;ExchangeRateDTO is null;ExchangeRateDTO is null;ExchangeRateDTO is null;exchangeRateDTO.null
Размер темы письма;Размер темы письма;Розмір наповнення листа;Размер темы письма ;translation_43
Internal error! Try sending letter later;Внутренняя ошибка! Попробуйте отправить письмо позже;Внутрішня помилка! Спробуйте відправити лист пізніше;Внутренняя ошибка! Попробуйте отправить письмо позже;message_sending_error
null;Редактировать аккаунт;Редагувати аккаунт;null;privilege_account_edit
Load cards;Загрузка карт;Завантаження карт;Загрузка карт;translation_45
All statuses;Все статусы;Всі статуси;Все статусы;user_status_all
New;Новые;Введений;Новые;user_status_new
Awaits signature;Ожидающие подписания;Очікує підписання;Ожидающие подписания;user_status_awaits_signature
Signed;Ожидающие отправку;Очікує відправки;Ожидающие отправку;user_status_waiting
In work;В обработке;В обробці;В обработке;user_status_in_work
Executed;Исполнен;Проведений;Исполнен;user_status_executed
Revoked;Отозванные;Відкликаний;Отозванные;user_status_revoked
With errors;Содержащие ошибки;Віхилений;Содержащие ошибки;user_status_with_errors
Signed;Подписан;Підписано;Подписан;state_signed
Draft;Черновик;Чернетка;Черновик;state_draft
AwaitsSignature;Ожидает подписи;Очікує підпису;Ожидает подписи;state_awaitssignature
Deleted;Удалён;Видалений;Удалён;state_deleted
SentToRBS;Отправлен в ДБО;Віправлений в ДБО;Отправлен в ДБО;state_senttorbs
AcceptedInRBS;Принят в ДБО;Чекає обробки;Принят в ДБО;state_acceptedinrbs
AcceptedInABS;Принят в АБС;В обробці;Принят в АБС;state_acceptedinabs
NotAcceptedInABS;Не принят в АБС;Віхилений;Не принят в АБС;state_notacceptedinabs
Revoked;Отозван;Відкликаний;Отозван;state_revoked
Paid;Отозван;Відкликаний;Отозван;state_paid
Refused;Отказан;Відмовлено;Отказан;state_refused
Executed;Исполнен;Виконаний;Исполнен;state_executed
Accepted;Принят;Прийнятий;Принят;state_accepted
Pay;К оплате;До сплати;К оплате;state_pay
Return;Возврат от банка получателя;Повернення від банку отримувача;Возврат от банка получателя;state_return
Standing order template;Шаблон длительного поручения;Шаблон довгострокового доручення;Шаблон длительного поручения;state_standing
Send to bank;Отправленные в банк;Відправлені в банк;Отправленные в банк;user_status_sendtobank
Suspended;Приостановлен;Призупинений;Приостановлен;user_status_suspended
CARD_STATEMENT;Выписка по картам;Виписка по картам ;Выписка по картам;translation_40
Load credits;Загрузка кредитов;Завантаження кредитів;Загрузка кредитов;translation_41
Load customer;Загрузка организаций;Завантаження організацій;Загрузка организаций;translation_42
Event id;ИД события;ID події;ИД события;event_id
Load localBanks;Загрузка локальных банков;Завантаження переліку національних банків;Загрузка локальных банков;job_LOCAL_BANK
Load Banks;Загрузка иностранных банков;Завантаження переліку іноземних банків;Загрузка иностранных банков;job_BANK
Load KBK;Загрузка кодов бюджетной класификации;Завантаження кодів бюджетних класифікаторів;Загрузка кодов бюджетной класификации;job_BUDGET_CLASSIFICATION_CODE
Load KBE;Загрузка кодов бенефициара;Завантаження кодів бенефіціара;Загрузка кодов бенефициара;job_BENEFICIARY_CODE
Standing orders generator;Генерация регулярных платежей;МБО;Генерация регулярных платежей;job_STANDING_ORDERS
Получения данных графика погашения по кредитному договору за выбранный клиентом период;Получения данных графика погашения по кредитному договору за выбранный клиентом период;Отримання даних графіка погашення по кредитному договору за обраний клієнтом період;Получения данных графика погашения по кредитному договору за выбранный клиентом период;job_CREDIT_SCHEDULE
Description;Описание;Опис;Описание;common_operation_desc
Male;Мужской;Чоловічий;Мужской;Male
Female;Женский;Жіночий;Женский;Female
Account statement depth (days);Глубина выписки по счету (дни);Глибина виписки по рахунку (дні);Глубина выписки по счету (дни);account_stm
Card statement depth (days);Глубина выписки по карте (дни);Глибина виписки по карті (дні);Глубина выписки по карте (дни);card_stm
Client with this tax code not found;Клиент с таким БИН/ИИН не найден;Клієнта з таким БІН/ІПН не знайдено;Клиент с таким БИН/ИИН не найден;bin_not_found
Field name;Название поля;Назва поля;Название поля;provider_service_field_name
Hint;Хинт;Хінт;Хинт;provider_service_hint
Field mask;Маска поля;Маска поля;Маска поля;provider_service_field_mask
Regular expression;Регулярное выражение;Регулярний вираз;Регулярное выражение;provider_service_regex
Min field value;Мин значение поля;Мін значення поля;Мин значение поля;provider_service_min_field_value
Max field value;Макс значение поля;Максимальне значення поля;Макс значение поля;provider_service_max_field_value
Field index;Индекс поля;Індекс поля;Индекс поля;provider_service_field_index
Create service;Создание услуги;Створення послуги;Создание услуги;provider_service_create_service
Edit service;Редактирование услуги;Редагування послуги;Редактирование услуги;provider_service_edit_service
Category name;Название категории;Назва категорії;Название категории;provider_service_category_name
Max payment amount;Максимальная сумма платежа;Максимальна сума платежу;Максимальная сумма платежа;provider_service_max_amount
Min payment amount;Минимальная сумма платежа;Мінімальна сума платежу;Минимальная сумма платежа;provider_service_min_amount
Commission amount;Размер комиссии;Розмір комісії;Размер комиссии;provider_service_commission_amount
Reference to file with logo of service;Ссылка на файл с логотипом усдуги;Посилання на файл з логотипом послуги;Ссылка на файл с логотипом усдуги;provider_service_logo_reference
Regions list;Список регионов;Список регіонів;Список регионов;provider_service_regions_list
Cities list;Список городов;Список міст;Список городов;provider_service_cities_list
Payment purpose template;Шаблон назначения платежа;Шаблон призначення платежів;Шаблон назначения платежа;provider_service_purpose_template
Адрес OCSP сервера;Адрес OCSP сервера;Адрес аOCSP серверу;OCSP server URL;property_EDS_URL_OCSP
Адрес LDAP сервера;Адрес LDAP сервера;Адреса LDAP серверу;LDAP server URL;property_EDS_URL_LDAP
Адрес WebRA сервера;Адрес WebRA сервера;Адреса WebRA серверу;WebRA server URL;property_EDS_URL_WEBRA
Тип устройства по-умолчанию;Тип устройства по-умолчанию;Тип пристрою за умовчуванням;Default device type;property_EDS_DEFAULT_DEVICE
Профиль по-умолчанию;Профиль по-умолчанию;Профіль по замовчуванню;Default profile;property_EDS_DEFAULT_PROFILE
The phone not found;Номер телефона для отправки пароля не найден!;Номер телефону  для відправки паролю не знайдено!;Номер телефона для отправки пароля не найден!;phone_notFound
Url where stores all service logo;Адрес где хранятся все логотипы услуг провайдеров;Адреса, де зберігаються усі логотипи послуг провайдерів;Адрес где хранятся все логотипы услуг провайдеров;property_service_constant_logo_url
Authorization service unavailable. Please try again in 5 minutes.;Авторизация не возможна. Попробуйте через 5 минут.;Авторизація неможлива. Спробуйте через 5 хвилин.;Авторизация не возможна. Попробуйте через 5 минут.;smsSenderError
Type Document Identity;Загрузка типов документов удостоверяющих личность;Завантаження типів документів, що посвідчують особу;Загрузка типов документов удостоверяющих личность;job_DOCUMENT_IDENTITY
Дочерняя организация Акционерное общество Банк ВТБ (Казахстан);Дочерняя организация Акционерное общество Банк ВТБ (Казахстан);ДП Акціонерне товариство Банк ВТБ (Казахстан);Дочерняя организация Акционерное общество Банк ВТБ (Казахстан);VTB_FULL_BANK_NAME
ДО АО Банк ВТБ (Казахстан);ДО АО Банк ВТБ (Казахстан);ДО АО Банк ВТБ (Казахстан);ДО АО Банк ВТБ (Казахстан);VTB_SHORT_BANK_NAME
Template name cann't be empty;Имя шаблона не может быть пустым;Ім'я шаблону не може бути пустим;Имя шаблона не может быть пустым;document_templateNameIsNotNull
Wrong length of field;Неправильная длина поля;Невірна довжина поля;Неправильная длина поля;wrong_length
{0} kod pidtverdzhennia avtorizatsii dijnyj do {1};{0} kod pidtverdzhennia avtorizatsii dijnyj do {1};{0} kod pidtverdzhennia avtorizatsii dijnyj do {1};{0} kod pidtverdzhennia avtorizatsii dijnyj do {1};login.newPasswordSMS
Document confirmation. Verification code: {0}. Do not tell anyone the code!;Podtverzhdenie dokumenta. Kod podtverzhdeniya: {0}. Nikomu ne govorite kod!;Podtverzhdenie dokumenta. Kod podtverzhdeniya: {0}. Nikomu ne govorite kod!;Podtverzhdenie dokumenta. Kod podtverzhdeniya: {0}. Nikomu ne govorite kod!;document_confirmationSMS
Confirmation of {0} documents. Verification code: {1}. Do not tell anyone the code!;Podtverzhdenie {0} dokumentov. Kod podtverzhdeniya: {1}. Nikomu ne govorite kod!;Podtverzhdenie {0} dokumentov. Kod podtverzhdeniya: {1}. Nikomu ne govorite kod!;Podtverzhdenie {0} dokumentov. Kod podtverzhdeniya: {1}. Nikomu ne govorite kod!;document_confirmationSMSgroup
Undefined;Неопределен;Не визначен;Неопределен;ps_Undefined
THE BANK OF NEW YORK MELLON;THE BANK OF NEW YORK MELLON;THE BANK OF NEW YORK MELLON;THE BANK OF NEW YORK MELLON;VTB_USD_CORRESPONDENT_BANK_1
JSC VTB Bank, Moscow, Russia;JSC VTB Bank, Moscow, Russia;JSC VTB Bank, Moscow, Russia;JSC VTB Bank, Moscow, Russia;VTB_USD_CORRESPONDENT_BANK_2
VTB Bank (Deutschland) AG, Frankfurt am Main;VTB Bank (Deutschland) AG, Frankfurt am Main;VTB Bank (Deutschland) AG, Frankfurt am Main;VTB Bank (Deutschland) AG, Frankfurt am Main;VTB_EUR_CORRESPONDENT_BANK_1
THE ROYAL BANK OF SCOTLAND, LONDON;THE ROYAL BANK OF SCOTLAND, LONDON;THE ROYAL BANK OF SCOTLAND, LONDON;THE ROYAL BANK OF SCOTLAND, LONDON;VTB_GBP_CORRESPONDENT_BANK_1
VTB Bank (Deutschland) AG, Frankfurt am Main;VTB Bank (Deutschland) AG, Frankfurt am Main;VTB Bank (Deutschland) AG, Frankfurt am Main;VTB Bank (Deutschland) AG, Frankfurt am Main;VTB_GBP_CORRESPONDENT_BANK_2
Банк ВТБ (ПАО), Москва, Россия;Банк ВТБ (ПАО), Москва, Россия;Банк ВТБ (ПАО), Москва, Росія;Банк ВТБ (КАҚ), Мәскеу, Ресей;VTB_RUB_CORRESPONDENT_BANK_1
BANK ICBC (JSC), MOSCOW;BANK ICBC (JSC), MOSCOW;BANK ICBC (JSC), MOSCOW;BANK ICBC (JSC), MOSCOW;VTB_CNY_CORRESPONDENT_BANK_1
JSC VTB Bank, Moscow, Russia;JSC VTB Bank, Moscow, Russia;JSC VTB Bank, Moscow, Russia;JSC VTB Bank, Moscow, Russia;VTB_CNY_CORRESPONDENT_BANK_2
CITIGB2L Citibank N.a., LONDON;CITIGB2L Citibank N.a., LONDON;CITIGB2L Citibank N.a., LONDON;CITIGB2L Citibank N.a., LONDON;VTB_AUD_CORRESPONDENT_BANK_1
JSC VTB Bank, Moscow, Russia;JSC VTB Bank, Moscow, Russia;JSC VTB Bank, Moscow, Russia;JSC VTB Bank, Moscow, Russia;VTB_AUD_CORRESPONDENT_BANK_2
Australian dollar;Австралийский доллар;Австралійський долар;Австралия доллары;currency_aud
Cellular and satellite communication;Сотовая и спутниковая связь;Стільниковий та супутниковий зв'язок;Сотовая и спутниковая связь;cellular_communication
Cellular and satellite communication;Сотовая и спутниковая связь;Стільниковий та супутниковий зв'язок;Сотовая и спутниковая связь;cellular_communication_full
Communal payments;Коммунальные платежи;Комунальні платежі;Коммунальные платежи;communal_payments
Communal payments;Коммунальные платежи;Комунальні платежі;Коммунальные платежи;communal_payments_full
TV;Телевидение;Телебачення;Телевидение;tv
TV;Телевидение;Телебачення;Телевидение;tv_full
TV and Internet;Телевидение и интернет;Телебачення та інтернет;Телевидение и интернет;tv_and_internet
TV and Internet;Телевидение и интернет;Телебачення та інтернет;Телевидение и интернет;tv_and_internet_full
Интернет и IP телефония;Интернет и IP телефония;Інтернет та ІР телефонія;Интернет и IP телефония;internet_and_ip
Интернет и IP телефония;Интернет и IP телефония;Інтернет та ІР телефонія;Интернет и IP телефония;internet_and_ip_full
Реклама и охрана;Реклама и охрана;Реклама і охорона;Реклама и охрана;security_services
Реклама и охрана;Реклама и охрана;Реклама і охорона;Реклама и охрана;security_services_full
Online games;Игры Online;Ігри Online;Игры Online;online_games
Online games;Игры Online;Ігри Online;Игры Online;online_games_full
Charity;Благотворительность;Благочинність;Благотворительность;charity
Charity;Благотворительность;Благочинність;Благотворительность;charity_full
Fines for traffic offense;Штрафы за нарушение ПДД;Штрафи за порушення ПДР;Штрафы за нарушение ПДД;traffic_fines
Fines for traffic offense;Штрафы за нарушение ПДД;Штрафи за порушення ПДР;Штрафы за нарушение ПДД;traffic_fines_full
Educational services;Образовательные услуги;Освітні послуги;Образовательные услуги;educational_services
Educational services;Образовательные услуги;Освітні послуги;Образовательные услуги;educational_services_full
Tickets, lotteries, tourism;Билеты, лотереи, туризм;Білети, лотереї, туризм;Билеты, лотереи, туризм;tourism
Tickets, lotteries, tourism;Билеты, лотереи, туризм;Білети, лотереї, туризм;Билеты, лотереи, туризм;tourism_full
Bookmakers;Букмекерские конторы;Букмекерські контори;Букмекерские конторы;bookmakers
Bookmakers;Букмекерские конторы;Букмекерські контори;Букмекерские конторы;bookmakers_full
Publishers, placement of advertisements;Издательства, размещение объявлений;Видавництва, розміщення оголошень;Издательства, размещение объявлений;publishers
Publishers, placement of advertisements;Издательства, размещение объявлений;Видавництва, розміщення оголошень;Издательства, размещение объявлений;publishers_full
Online stores;Интернет магазины;Інтернет-магазини;Интернет магазины;online_stores
Online stores;Интернет магазины;Інтернет-магазини;Интернет магазины;online_stores_full
Information portals;Информационные порталы;Інформаційні портали;Информационные порталы;information_portals
Information portals;Информационные порталы;Інформаційні портали;Информационные порталы;information_portals_full
Goods by catalogs;Товары по каталогам;Товари за каталогами;Товары по каталогам;goods_by_catalogs
Goods by catalogs;Товары по каталогам;Товари за каталогами;Товары по каталогам;goods_by_catalogs_full
Discount projects;Скидочные проекты;Знижкові проекти;Скидочные проекты;discount_projects
Discount projects;Скидочные проекты;Знижкові проекти;Скидочные проекты;discount_projects_full
Taxi services;Службы такси;Служби таксі;Службы такси;taxi_services
Taxi services;Службы такси;Служби таксі;Службы такси;taxi_services_full
Shipping, delivery;Грузоперевозки, доставка;Вантажоперевезення, доставка;Грузоперевозки, доставка;shipping
Shipping, delivery;Грузоперевозки, доставка;Вантажоперевезення, доставка;Грузоперевозки, доставка;shipping_full
Hosting;Хостинг;Хостинг;Хостинг;hosting
Hosting;Хостинг;Хостинг;Хостинг;hosting_full
Electronic money;Электронные деньги;Електронні гроші;Электронные деньги;electronic_money
Electronic money;Электронные деньги;Електронні гроші;Электронные деньги;electronic_money_full
Flights;Авиабилеты;Авіаквитки;Авиабилеты;flights
Flights;Авиабилеты;Авіаквитки;Авиабилеты;flights_full
State services;Госуслуги;Держпослуги;Госуслуги;state_services
State services;Госуслуги;Держпослуги;Госуслуги;state_services_full
Other;Другие;Інші;Другие;other
Other;Другие;Інші;Другие;other_full
Купонные сервисы;Купонные сервисы;Купонні сервіси;Купонные сервисы;cuppons
Купонные сервисы;Купонные сервисы;Купонні сервіси;Купонные сервисы;cuppons_full
Косметика;Косметика;Косметика;Косметика;сosmetics
Косметика;Косметика;Косметика;Косметика;сosmetics_full
All;Все;Всі;Все;all
All;Все;Всі;Все;all_full
SMS code length;Длина СМС кода;Довжина СМС коду;Длина СМС кода;property_SMS_PASSWORD_LENGTH
Create account from credit;Создать счет на основании скредита;Створити рахунок на підставі кредиту;Создать счет на основании скредита;property_CREATE_ACCOUNT_FROM_CREDIT
Create account from deposit;Создать счет на основании депозита;Створити рахунок на підставі депозиту;Создать счет на основании депозита;property_CREATE_ACCOUNT_FROM_DEPOSIT
Create account from card;Создать счет на основании карты;Створити рахунок на підставі карти;Создать счет на основании карты;property_CREATE_ACCOUNT_FROM_CARD
Default EDS person profile;ЭЦП: профиль клиента по умолчанию;ЕЦП: профіль клієнта за умовчуванням;ЭЦП: профиль клиента по умолчанию;property_EDS_DEFAULT_PERSON_PROFILE
