id;ru;ua;translation_key
4142;Наименование;Назва;intTransfer_payerName
3774;Наименование Английское;Назва англійською;common.nameEn
2889;Наименование банка;Назва банку;common_bankName
3243;Наименование Банка;Назва Банку;transferRequisites_recipientBankName
3565;Наименование Банка;Назва Банку;refunds.sender.bank.name
3303;Наименование Банка Посредника;Назва Банку Посередника;intTransfer_agentBankName
3083;наименование бенефициара;Назва бенефеціара;common_benefName
3321;Наименование или ИИН/БИН организации отправителя;Назва або ІПН/БІН підприємства відправника;refunds.filter.sender
3341;Наименование или ИИН/БИН организации получателя;Назва або ІПН/БІН підприємства отримувача;refunds.filter.receiver
3776;Наименование Казахское;Назва українською;common.nameKK
3272;Наименование не должно превышать 500 символов;Назва не повинна перевищувати 500 символів;nameNoMore500Symbols
4158;Наименование оборудования;Назва обладнання;operationPlace
2937;Наименование организации;Назва підприємства;withdraw_org_name
2761;Наименование Отправителя;Назва Відправника;refunds.sender.name
3808;Наименование отправителя;Назва відправника;sender_name
3201;Наименование плательщика;Назва платника;domTransfer_payerName
2522;Наименование получателя;Назва отримувача;transferRequisites_recipientName
3810;Наименование получателя;Назва отримувача;receiver_name
3775;Наименование Русское;Назва українською;common.nameRu
1999;НАКОПИТЕЛЬНЫЙ;Накопичувальний;ACCUMULATIVE_deposit_type
1385;Наличные;Готівкові;CASH
1295;НАЛИЧНЫЙ;Готівковий;exchange_rate_cash
1664;Наличный покупка;Готівковий купівля;exchangeRates_cashPurchase
1540;Наличный продажа;Готівковий продаж;exchangeRates_cashSale
1363;налоговый код бенефициара;Податковий код бенефеціара;common_benefTaxCode
2563;Направление;Напрям;direction
1807;Нарушена структура;Порушено структуру;mt_invalid_structure
2646;Населённый пункт;Населений пункт;banks_populatedLocality
3483;Населённый пункт;Населений пункт;common_locality
2547;Настраивается клиентом;Налаштовується клієнтом;notificationtype_iseditablebyclient
2474;Настроить выдаваемые валюты;Налаштувати валюти до видачі;customizeIssuedCurrency
2585;Настроить принимаемые валюты;Налаштувати валюти до прийому;customizeAcceptedCurrency
3003;Настроить список получателей;Налаштувати перелік отримувачів;createDemandType_reciversSetings
3708;Настройка быстрых ссылок;Налаштування швидких посилань;quick_links_props
3322;Настройка доступа;Налаштування доступу;navigation_permissions
1190;Настройка доступов;Налаштування доступів;m_access
4039;Настройка пользователей;Налаштування користувачів;navigation_users_settings
2869;Настройка фильтра отзыва платежей;Налаштування фільтру для відкликання платежів;withdraw_filter
1644;Настройки;Налаштування;navigation_settings
3648;Настройки входа;Налаштування входу;personal_login
2841;Настройки оповещений;Налаштування сповіщень;notification_title
2749;Настройки фильтра;Налаштування фільтру;common_editFilter
3235;Настройки фильтра;Налаштування фільтру;filterSettings
3339;Настройки фильтра;Налаштування фільтру;common.filter.settings
3135;Настройки фильтра длительных поручений;Налаштування фільтру довгострокових розпоряджень;standing_order_filter
3297;Настройки фильтра заявлений;Налаштування фільтру заяв;demand_filter
3524;Настройки фильтра истории транзакций;Налаштування фільтру історії транзакцій;transactionsHistoryFilterSettings
3020;Настройки фильтра менеджеров;Налаштування фільтру менеджерів;managers_filtertitle
3337;Настройки фильтра пользователей;Налаштування фільтру користувачів;customerUser_filtertitle
3088;Настройки фильтра событий;Налаштування фільтру подій;events_filtertitle
1370;Настройки фильтра сообщений;Налаштування фільтру повідомлень;letterFilterSettings
2483;Настройки фильтра счетов;Налаштування фільтру рахунків;demandType_filterSettings
1522;Нацбанк;НБУ;NB
2556;Национальное название;Назва українською;district_name
1745;Национальные валюты;Національні валюти;CURRENCY_CODE
1297;НАЦИОНАЛЬНЫЙ БАНК;Національний банк України;exchange_rate_national
1455;Национальный банк Республики Казахстан;Національний банк України;NBRK
3591;Национальный банк Республики Казахстан;Національний банк України;exchangeRates_nbrk
2636;начало;початок;start
3365;Начало действия;Початок дії;exchangeRates_start
2856;Начальная сумма не должна превышать конечную;Початкова сума не повинна перевищувати кінцеву;domTransfer_comparison
3531;Начальное состояние;Початковий стан;documentHistory_previousState
1574;Начать чат;Розпочати чат;startChat
3689;Начиная с ;Починаючи з;jobs.month_starting_in
3336;Начиная с даты;Починаючи з дати;standing.order.from.date
3692;Начиная с дня;Починаючи з дня;jobs.day_starting_at_day
3665;Начиная с дня месяца;Починаючи з дня місяця;jobs.schedule.startFromDayOfMonth
3664;Начиная с дня недели;Починаючи з дня тижня;jobs.schedule.startFromDayOfWeek
3669;Начиная с месяца / интервал;Починаючи з місяця / інтервал;jobs.schedule.ststartFromMonth
3683;Начиная с минуты;Починаючи з хвилини;jobs.minute_starting_at_minute
3656;Начиная с минуты / интервал;Починаючи з хвилини / інтервал;jobs.schedule.startFromMinute
3678;Начиная с секунды;Починаючи з секунди;jobs.second_starting_at_second
3652;Начиная с секунды / интервал;Починаючи з секунди / інтервал;jobs.schedule.startFromSecond
3695;Начиная с часа;Починаючи з години;jobs.hour_starting_at_hour
3660;Начиная с часа / интервал;Починаючи з години / інтервал;jobs.schedule.startFromHour
2418;Начисленное вознаграждение;Нарахована винагорода;accrued_compensation
1744;НДС;ПДВ;VAT_CODE
4102;НДС;ПДВ;field_vat
2523;НДС сумма KZT;ПДВ;paymentOrder_vatKZT
1683;Не активна;Не активна;jobs.isNotActive
2975;Не активный;Не активний;sessions_notactive
3948;Не блокирован;Не блокований;common_nonBlocked
1427;Не более;Не більше;noMore
3799;Не более 2-х повторяющихся подряд символов;Не біьше 2-х повторюваних підряд симвлів ;passSequence
3800;Не более 2-х последовательных символов;Не біьше 2-х повторюваних симвлів ;passSeq2
2467;Не важен;Не важливий;signingrules_withoutorder
3752;Не выбрано;Не обрано;common_notChosen
4053;Не для подписания документов;Не для підписання документів;key_not_for_sign
3877;не должна превышать 140 символов;Не повинно перевищувати 140 символів;should_not_exceed_140
3812;Не должно содержать;Не може включати;should_not_contain
1575;Не заполнен ИИН сотрудника;Не заповнений ІПН співробітника;common_taxCodeIsEmpty
1447;Не назначена пользователем;Не заповнена користувачем;personal_noDefault
1459;Не найдена наша организация;Не знайдене наше підприємство;common_cantFindCustomer
1435;Не оплачен;Не оплачений;document.state.Accepted
4081;Не подписан;Не підписаний;common_unsigned
3363;не правильный email;Невірний e-mail;common_Invalid_email
1558;Не правильный формат пароля;Невірний формат паролю;common.validation.password.pattern
3050;Не правильный формат числа;Невірний формат числа;common_WorngNumberFormat
1805;не пренадлежыт кастомеру с ИИН;Не належить користувачу з ІПН;acc_not_for_inn
3735;Не удалось войти по цифровой подписи! Возможно, пароль введен неправильно.;Не вдалось увійти, користуючись цифровим підписом! Можливо, пароль введено невірно;login_signErr
2707;Не удалось подписать документ! Возможно, пароль введен неправильно.;Не вдалось підписати документ! Можливо, пароль введено невірно;docSigning_signErr
4035;Не удалось сохранить сертификат;Не вдалось зберегти сертифікат;login_failed_save_cert
4055;Неактивен;Неактивний;key_inactive
1585;Неверная попытка;Невірна спроба;otp.fail_attempt
1457;Неверная попытка. Количество оставшихся попыток: {};Невірна спроба. Кількість спроб, що лишилось: {};otp.fail_attempt.limit
1979;Неверно указан Логин;Невірно вказаний логін;restore_pwd_invalid_login
1982;Неверно указан пароль;Невірно вказаний пароль;restore_pwd_invalid_password
2428;Неверный email;Невірний e-mail;common_incorrectEmail
2007;Неверный SMS пароль;Невірнийsms-пароль;common_confirmation_invalid_sms_code
2035;Неверный ИИН!;Неавірний ІПН!;mobile.invalid_tax_code
4116;Неверный ключ счета;невірний ключ рахунку;account_InvalidKey
1331;Неверный логин или пароль;Невірний логін або пароль;login.IncorrectLoginOrPassword
2559;Неверный пароль;Невірний пароль;personal_incorrectPass
2032;Неверный пароль!;Невірний пароль!;mobile.incorrect_password
1358;Неверный смс пароль;Невірний sms-пароль;login.IncorrectSMSPassword
1349;Неверный текущий пароль;Невірний поточний пароль;personal_incorrectCurrentPass
3997;Неверный телефон. Используйте телефон вида: +38 097 777 7777;Невіоний телефон. Використовуйте телефон виду: +38 097 777 7777;phone_dont_match_regex
1615;Неверный тип файла. Допустимы;Невірний тип файлу. Припустимі;wrongFileType
3379;Неверный тип файла. Допустимы:;Невірний тип файлу. Припустимі:;common_WrongFileType
2705;Неверный формат;Невірний формат;invalidFormat
3287;Неверный формат;Невірний формат;paymentOrder_valid_wrongFormat
1808;Невозможно использовать последние;Неможливо використати останні;passDepth
4167;Невозможно создание документа с такой корреспонденцией. Проверьте, верно ли ввели реквизиты или обратитесь в банк.;Неможливо створення документу з такою кореспонденціє. Перевірте правильність введення реквізитів або зверніться до банку;accounts_pair_denied_message
3995;Недействительный емейл адрес . Используйте емейл вида: jack@gmail.com;Недійсний e-mail. Використовуйте e-mail виду: jack@gmail.com;email_dont_match_regex
2877;Недельный график роботы;Тижневий графік роботи;dailySchedule
3537;Недопустимые символы;Неприпустимі символи;paymentOrder_valid_invalidCharacters
4054;Неизвестный;Невідомий;key_unknown
2036;Необходимо заполнить валидный номер!;Необхідно заповнити валідний номер!;mobile.card_number_invalid
2034;Необходимо заполнить валидный срок действия карты!;Необхідно заповнити валідний строк дії карти!;mobile.card_expiry_invalid
1629;Необходимо указать идентификатор;Необхідно вказати ідентифікатор;id.shouldExists
3714;Неоплаченые счета;Несплачені рахунки;task_unpaid
1894;Неправильная длина поля;Невірна довжина поля;wrong_length
2771;Неправильная пара;Невірна пара;exchangeRates_wrongPair
3340;Неправильный код;Невірний код;paymentOrder_valid_wrongCode
1478;Неправильный пароль или внутренняя ошибка;Невірний пароль або внутрішня помилка;docSigning_errorText
4025;Неправильный тип документа;Невірний тип документу;wrongDocumentType
1389;Неработоспособность;Непрацездатність;IsInoperability
1741;Нерабочие дни;Неробочі дні;days_off
2907;Несжимаемый остаток;Незнижувальний залишок;incompressibleBalance
3218;Несколько значений из справочника;Декілька значень із довідника;global_settings.constants.handbook_multi_value
2828;Неснимаемый остаток;Незнижувальний залишок;minimumBalance
3185;Нет;Ні;boolean_false
3938;Нет;Ні;common_no
2952;Нет данных;Відсутні дані;common_noData
4032;Нет доступных ключей;Відсутні доступні ключі;login_no_keys
1600;Нет записей для экспорта;Відсутні записи для експорту;jobs.exportToExcel.emptyList
3704;Нет новых уведомлений;Відсутні нові повідомлення;notifications_nonew
2671;Новая карта;Нова карта;applyForNewCard
2002;Новое;Нове;common_new_mail
2847;Новое;Нове;itNew
2864;Новостей нет;Новин немає;noNews
1185;Новости;Новини;m_news
3217;Новости;Новини;navigation_news
1444;Новости банка;Новини банку;bankNews
2692;Новый;Новий;common_new
2800;Новый email;Новий e-mail;personal_newEmail
2691;Новый депозит;Новий депозит;applyForNewDeposit
1096;Новый кредит;Новий кредит;privilege_credits_new
3505;Новый кредит;Новий кредит;credit_addNewDemand
3196;Новый пароль;Новий пароль;personal_newPass
1553;Новый пароль введен не правильно;Новий пароль введено невірно;login.NewPasswordIncorrect
4002;Новый пароль не может соответствовать предыдущим %d паролям;Новий пароль не може повторювати попередні  %d паролі;passHistoryPolicy
2542;Новый пользователь;Новий користувач;customerUser_add
3029;Новый счет;Новий рахунок;new_account
2915;Новый телефон;Новий телефон;personal_newPhone
3703;Новых;Нових;notifications_new
1555;Номер;Номер;invoice_number
2698;Номер;Номер;paymentOrder_documentNumber
3291;Номер;Номер;common_number
3208;Номер АБС;Номер АБС;AbsNumber
2610;Номер договора;Номер договору;contractNumber
3369;Номер документа;Номер документу;common_documentNumber
4067;Номер документа;Номер документу;common_document_number
3052;Номер карты;Номер карти;cardNumber
3636;Номер карты;Номер карти;card_number
2819;Номер отзываемого документа;Номер документу, що відкликається;withdraw_doc_num_full
3815;Номер паспорта;Номер паспорту;person_passport_number
3069;Номер счета;Номер рахунку;accountNumber
4148;Номер счета;Номер рахунку;account_number
3853;Номер счета и код банка плательщика не могут быть пустыми.;Номер рахунку і код банку не можуть бути пустими;error_acc_number_bik_not_null
3854;Номер счета плательщика и сумма платежа не могут быть пустыми;Номер рахунку платника і сума платежу не можуть бути пустими;error_acc_number_amount_not_null
1393;Номер счета повторяется;Номер рахунку повторюється;counterparty_accountNumberRepeated
3734;Номер телефона;Номер телефону;login_phone_number
1887;Номер телефона для отправки пароля не найден!;Номер телефону  для відправки паролю не знайдено!;phone_notFound
3644;Номер черновика;Номер чернетки;draft_number
1264;Номера неиспользованных листов в чековой;Номери невикористаних листків в чековій книжці;custom_field_unused_sheet
2914;Номинальная ставка вознаграждения;Номінальна ставка винагороди;nominalInterestRate
2027;О банке;Про банк;mobile.about
1045;Обзор;Огляд;page_review
2611;Области;Області;district_districts
2944;Область;Область;district_district
2960;Обменный курс не актуален;Курс обміну не актуальний;exchangeRates_notActual
3221;Обновить;Оновити;common_update
3151;Обновить день;Оновити день;updateDay
2935;Обновить меню;Оновити меню;common_updateMenu
1456;Обновление Валюты;Оновлення Валюти;currency_currencyeditor
3739;Обновлено;Оновлено ;er_refreshed
4045;Обработка...;Обробка;common_await
1928;Образовательные услуги;Освітні послуги;educational_services
1929;Образовательные услуги;Освітні послуги;educational_services_full
3925;Общая валидация документа;Загальна валідація документу;constraint_global
3623;Общая заблокированная сумма;Загальна заблокована сума;totalBlockedAmount
1445;ОБщая ошибка печати документов;Загальна помилка друку документів;document.printError.general
2434;Общее;Загальні;companyPersonEdit_maintabTitle
1091;Общие;Загальні;page_common
1548;Общие;Загальні;rolePermissions_common
3279;Общий остаток;Загальний залишок;common_balance
1382;Общий размер файлов не должен превышать;Загальний розмір файлів не моде перевищувати;common_totalFileSizeShouldNotExceed
3727;Общий суммарный остаток;Загальна сума залишку;common_sum_balance
3913;Обязательное поле;Обов'язкове поле;constraint_required_field
3791;Обязательное поле при сумме платежа большей или равной 10 000$;Обов'язкове поле при сумі платежу більше або дорівнює 10 000 дол.США;required_field_10000
3366;Обязательное поле!;Обов'язкове поле!;common_mandatory_field
3434;Обязательность заполнения;Обов'язковість заповнення;requiredField
1717;Одно из значений для локализации не заполнено;Одне із значеньдля локалізації не заповнене;constant.validation.multi.value.empty
1832;Ожидает подписи;Очікує підпису;state_awaitssignature
1825;Ожидающие отправку;Очікує відправки;user_status_waiting
1824;Ожидающие подписания;Очікує підписання;user_status_awaits_signature
3711;Ожидающие подписи;Очікує підпис;task_awaits
1746;Окно синхронизации ОТП токена;Вікно синхронізації ОТР токена;LOOK_AHEAD_RESYNCHRONIZATION_WINDOW
3028;Окончание;Завершення;jobs.finished
1243;Онлайн чат;Онлайн-чат;privilege_online_chat
2741;Онлайн-чат;Онлайн-чат;onlineChat
1698;ООО «Экспобанк», Россия;ТОВ «Экспобанк», Росія;USD_CORRESPONDENT_BANK_NAME
1699;ООО «Экспобанк», Россия;ТОВ «Экспобанк», Росія;GBP_CORRESPONDENT_BANK_NAME
1700;ООО «Экспобанк», Россия;ТОВ «Экспобанк», Росія;RUB_CORRESPONDENT_BANK_NAME
1701;ООО «Экспобанк», Россия;ТОВ «Экспобанк», Росія;CHF_CORRESPONDENT_BANK_NAME
3238;Операции;Операції;common_operations
2651;Операционная система;Операційна система;events_operatingSystem
2919;Операция;Опис;operation
1859;Описание;Опис;common_operation_desc
2874;Описание;Опис;global_settings.constants.table.col.desc
3572;Описание VO;Опис VO;intTransfer_codeVoDescription
2539;Описание КБК;Опис КБК;paymentOrder_budgetCodeDescription
2795;Описание КНП;Опис КНП;paymentOrder_purposeCodeDescription
3950;Оплата услуг;Сплата послуг;payment_service_view
1255;Оплатить;Сплатити;privilege_invoice_pay
3454;Оплатить;Сплатити;action_pay
1654;Оплачен;Сплачений;document.state.Paid
3684;Определенная минута (выберите одну или несколько);Визначена хвилина(оберіть одну або декілька);jobs.specific_minute
3680;Определенная секунда (выберите одну или несколько);Визначена секунда (оберіть одну або декілька);jobs.Specific_second
3670;Определенные месяца;Визначені місяці;jobs.schedule.specificMonth
3667;Определенный день месяца;Визначений день місяця;jobs.schedule.specificDayOfMonth
3694;Определенный день месяца (выберите один или несколько);Визначений день місяця (оберіть одну або декілька);jobs.Specific_day_of_month
3666;Определенный день недели;Визначений день тижня;jobs.schedule.specificDayOfWeek
3687;Определенный день недели (выберите один или несколько);Визначендень тижня (оберіть одну або декілька);jobs.Specific_day_of_week
3688;Определенный месяц (выберите один или несколько);Визначений місяць (оберіть одну або декілька);jobs.Specific_month
3696;Определенный час (выберите один или несколько);Визначена година (оберіть одну або декілька);jobs.Specific_hour
2645;Опубликовано;Опубліковано;demandType_public
3293;Опубликовать;Опублікувати;createDemandType_publish
3999;Опубликовать;Опублікувати;common_publish
1159;Организации;Організації;m_organisations
1387;Организации;Організації;excel.organizations
3143;Организации;Організації;organizations_organizations
2489;Организация;Організація;common_organization
3452;Организация не определена;Підприємство не визначене;common_orgIsNotDefined
2459;Организация по умолчанию;Підприємство за умовчуванням;personal_default_org
4027;Организация с таким externalId уже существует в базе;Підприємство з таким externalId вже є в базі;customer.validation.externalId
3721;Остановить;Зупинити;jobs.stop
1075;Остаток;Залишок ;privilege_deposits_balances
1095;Остаток;Залишок;privilege_credits_balances
3517;Остаток;Залишок;common_plannedBalance
3865;Остаток;Залишок;graph_dataType_balance
3570;Остаток;Залишок;paymentOrder_balance
2579;Остаток вознаграждения в валюте займа;Залишок винагороди в валюті займу;balanceRemunerationCurrencyLoan
2502;Остаток на счете;Залишок;paymentOrder_accountBalanceKZT
3199;Остаток основного долга в валюте займа;Залишок основного боргу в валюті займу;balanceLoanCurrency
1129;Остаток по всем;Залишок по всім;privilege_corpCards_balance
1064;Остаток по всем счетам;Залишок коштів за всіма рахунками;privilege_account_balances
1365;Остаток по всех счетах;Залишок коштів за всіма рахунками;common_balanceByAllAccounts
2947;от;від;intTransfer_from
3353;От;Від;common_from
1409;Ответ;Відповідь;answer
1639;Ответ на письмо;відповідь до листа;letterReply
1143;Ответить;Відповісти;privilege_message_reply
1235;Ответить;Відповісти;m_message_reply
2766;Ответить;Відповісти;reply
3892;Ответить на письмо;Відповісти на лист;letter_reply
3381;Отделение;Відділення;common_branch
3729;Отделения;Відділення;departments
2025;Отделения и банкоматы;Відділення та банкомати;mobile.departments
1568;Отзыв документа;Відкликання документу;withdraw_doc
3986;Отзыв документа;Відкликання документу;DocType_DocumentWithdraw
1061;Отзывы платежей;Відкликання платежів;translation_10
2876;Отзывы платежей;Відкликання платежів;navigation_paymentsRevokes
1840;Отказан;Відмовлено;state_refused
2498;Отказать;Відмовити;action_reject
1829;Отклонен;Віхилений;user_status_with_errors
1837;Отклонен;Віхилений;state_notacceptedinabs
3567;Отклонён;Віхилений;common_rejected
3911;Отключена;Відключена;constraint_false
1704;Открытие Счета;Відкриття рахунку;OpenAccount
3944;Открыто;Відкрито;service_point_open
3859;Открытый;Відкитий;common_active
3880;Открытый;Відкитий;common_opened
4083;Открыть / закрыть CRON - мануал;Відкрити /закрити CRON - мануал;cron_manual.open_close
4086;Открыть CRON - мануал;Відкрити CRON - мануал;cron_manual.open
1374;Открыть депозит;Відкрити депозит;common_openDeposit
1063;Открыть новый;Відкрити новий;privilege_account_new
1073;Открыть новый;Відкрити новий;privilege_deposits_new
2774;Открыть фильтр;Відкрити фільтр;requests_openfiler
2793;Отмена;Відміна;common_cancel
1582;Отменен;Відмінений;common_canceled
2463;Отменить выделение;Відмінити виділення;grid_cancelselection
3043;Отменить поиск;Відмінити пошук;grid_cancelsearch
3429;Отменить публикацию;Відмінити публікацію;createDemandType_unpublish
1838;Отозван;Відкликаний;state_revoked
1839;Отозван;Відкликаний;state_paid
1828;Отозван;Відкликаний;user_status_revoked
2043;Отозван;Відкликаний;Отозван
4057;Отозваный;Відкликаний;key_revoked
2751;Отозвать;Відкликати;personal_revoke
3437;Отозвать;Відкликати;common_withdraw
3849;Отозвать;Відкликати;action_toDraft
1584;ОТП;ОТП;login_factor_Generator
3424;ОТП пароль;ОТП пароль;auth.opt.token
2618;ОТП токены;ОТП токени;otpTokens
2776;Отправитель;Відправник;senderDetailsBlock
1800;Отправитель не найден с ИИН;Відправника не знайдено по ІПН;mt_sender_invalid_inn
1142;Отправить;Відправити;privilege_message_sent
2823;Отправить;Відправити;login_send
3617;Отправить;Відправити;send
1359;Отправить в банк;Відправити в банк;paymentOrder_sentToBank
2904;Отправить в банк;Відправити в банк;common.sentToRBS
3894;Отправить в банк;Відправити в банк;action_sentToBank
2008;Отправить копию заявления на регистрацию на e-mail;Відправити копію заяви для реєстрації на e-mail;property_SIGNUP_SEND_APPLICATION_TO_EMAIL
1625;Отправить на подпись;Відправити на підпис;paymentOrder_sendForSignature
3523;Отправить на подпись;Відправити на підпис;common.submit
1242;Отправка;Відправка;m_message_sent
2672;Отправка реквизитов;Відправка реквізитів;common_shippingRequisites
1834;Отправлен в ДБО;Віправлений в ДБО;state_senttorbs
1846;Отправленные в банк;Відправлені в банк;user_status_sendtobank
2001;Отправлено;Відправлено;common_sent
3611;Отправлено;Відправлено;sent
1516;Отсутствуют факторы авторизации;Відсутні фактори авторизації;signature.noAuthFactors
2806;Отчество;По-батькові;customeruser_middleName
3233;Отчество;По-батькові;paymentOrder_middleName
3772;Отчетность;Звітність;footer_accountability
3367;Очистить;Очистити;common_clean
3371;Очистить;Очистити;common_clear
2709;Очистить все;Очистити все;common_allItems
3030;ошибка;Помилка;common_error
1337;ошибка в;Помилка в ;common_error_in
4020;Ошибка валидации на стороне сервера;Помилка валідації на боці серверу;default_backend_validation_error
1339;Ошибка ввода;Помилка вводу;common_InputError
3608;Ошибка загрузки списка календарей. Перезагрузите страницу или попробуйте позже;Помилка завантаження календарів. Перезавантажте сторінку або спробуйте пізніше ;calendarsLoadingErrorReload
2455;Ошибка загрузки текущего календаря. Перезагрузите страницу или попробуйте позже;Помилка завантаження поточного календаря. Перезавантажте сторінку або спробуйте пізніше ;currentCalendarLoadingErrorReload
2464;Ошибка загрузки текущей валюты. Перезагрузите страницу или попробуйте позже;Помилка завантаження поточної валюти. Перезавантажте сторінку або спробуйте пізніше ;currency_error3
2004;Ошибка запроса в банк;Помилка запиту в банк;integrator.fatal
2005;Ошибка запроса в банк;Помилка запиту в банк;integrator.config
2466;Ошибка обновления валюты. Перезагрузите страницу или попробуйте позже;Помилка оновлення валюти. Перезавантажте сторінку або спробуйте пізніше;currency_error1
3779;Ошибка подключения. Проверьте установлено ли необходимое программное обеспечение для работы с ЭЦП;Помилка підключення. Перевірте чи встановлене необхідне програмне обладнання для роботи з ЕЦП ;socket_closed
2965;Ошибка при загрузке данных дня!;Помилка при завантаження даних дня!;dayDataLoadingError
3313;Ошибка при запросе на Удостоверяющий Центр;Помилка при запиті до Центру підтвердження;vcReqError
3312;Ошибка при обновлении. Возможно это дубликат?;Помилка при оновленні. Можливо це дублікат?;updatingCalendarError
2757;Ошибка при обновления дня;Помилка при оновленні дня;dayUpdateError
2512;Ошибка при создании календаря. Возможно это дубликат?;Помилка при створенні календаря. Можливо це дублікат?;savingCalendarError
4060;Ошибка при удалении джоба;Помилка при видаленні джобу;jobs.delete.error
1511;Ошибка при установки полей;Помилка при встановленні полів;Error_in_setFields
2465;Ошибка создания валюты. Перезагрузите страницу или попробуйте позже;Помилка створення валюти. Перезаваньажте сторінку або спробуйте пізніше;currency_error2
2016;Ошибка утверждения календаря. Такой календарь уже существует;Помилка затвердженя календаря. Такий календар вже існує;calendar_ApprovalError
3268;Ошибка. Цифровая подпись не прошла проверку!;Помилка. Цифровий підпис не пройшов перевірку!;docSigning_errorSignatureInvalid
3160;Ошибки:;Помилки:;common_hasError
2039;ПАО «Альфа-Банк»;ПАТ "Альфа-Банк";property_short_bank_name
3210;Параметры;Параметри;jobs.parameter.title
1809;паролей;паролів;passDepthPass
2591;Пароли не совпадают;Паролі не співпадають;customeruser_passwordsnotequals
2722;Пароли не совпадают;Паролі не співпадають;personal_notPairPass
1341;Пароль;Пароль;login_factor_Password
2926;Пароль;Пароль;login_password
2964;Пароль;Пароль;customeruser_password
2991;Пароль;Пароль;authfactorcreate_password
1799;Пароль должен быть больше;Пароль має бути більше;passMorePass
1798;Пароль должен быть меньше;Пароль має бути менше;passLessPass
1778;Пароль доступа к шине банка;Пораль доступу до шини банку;property_INTEGRATION_ABS_PASSWORD
4075;Пароль и логин не должны совпадать;Пароль і логін не повинні співпадати;error_password_can_not_be_equal_login
4076;Пароль и подтверждение пароля не одинаковы;Пароль і підтвердження паролю не однакові;error_password_and_confirmation_different
1483;Пароль не должен быть пустым;Пароль не може бути пустим;common.validation.password.required
1693;Пароль не должен соответствовать логину;Пароль не може співпадати з логіном;customeruser_passwordeqlogin
4070;Пароль не должен соответствовать телефону;Пароль не може співпадати з номером телефону;error_password_equal_phone
4073;Пароль не может быть:;Пароль не може бути:;error_password_can_not_be
4072;Пароль не может содержать в себе дату рождения;Пароль не може включати в себе дату народження;error_password_can_not_contain_birthday
3181;Пароль не соответствует маске;Пароль не відповідає масці;common_incorrectPass
2838;Пенсионное отчисление;Пенсійне відрахування;domTransfer_pensionContribution
3991;Пенсионное отчисление;Пенсійне відрахування;DocumentSubType_PensionContribution
3116;Первое значение;Перше значення;firstValue
2433;Первый и второй символы должны быть KZ.;Перший та другий символи мають бути KZ.;paymentOrder_valid_firstCharsKZ
1083;Перевести;Перерахувати;privilege_deposits_transfer
1071;Перевод;Платіж;privilege_account_transfer
1569;Перевод;Платіж;transfer
1308;Перевод в национальной валюте;Платіж в національній валюті;job_EXPORT_DOMESTIC_TRANSFER
3842;Перевод валюты;Платіж в валюті;navigation_intTransfers
1054;Перевод между своими счетами;Платежі між власними рахунками;translation_5
1193;Перевод между своими счетами;Платежі між власними рахунками;m_transfers
1307;Перевод между своими счетами;Платежі між власними рахунками;page_inner_transactions
4144;Перевод между своими счетами;Платежі між власними рахунками;navigation_inner_transactions
3879;Перевод между своими счетами / Конвертация валюты;Платежі між власними рахунками/Конвертація валюти;paymentOrder_addNewAccountTransfer
3149;Перевод между своими счетами, Конвертация валюты;Платежі між власними рахунками, Конвертація валюти;accTransfer_accountTransfer1
3148;Перевод между своими счетами/Конвертация валюты;Платежі між власними рахунками/Конвертація валюти;accTransfer_accountTransfer
3780;Перевод между счетами;Платежі між рахунками;actions_transfer
3983;Перевод между счетами;Платежі між рахунками;DocType_AccountTransfer
1983;Перевод на карту другого клиента(P2P);Платіж на карту іншого клієнту (Р2Р);job_PAYCARD
1135;Перевод/конвертация валюты;Платіж/конвертація валюти;privilege_corpCards_transfer
3273;Перевод/конвертация валюты;Платіж/конвертація валюти;actions_currencyTransferConversion
3801;Переводы для тип заявления;Платіж для тип заяви;translation_for_type_document
3848;Переводы между картами;Платежі між картами;navigation_p_person_p2p
3547;Перевыпуск;Перевипуск;reissuance
1708;Перевыпуск карты;Перевипуск карти;ReCreateCard
1302;Перевыпуск сертификатов;Перевипуск сертифікатів;m_cert_reissuing
1330;Перейти на;Перейти на;notFound_go_to_the
1417;Перетяните сюда файл с отп токенами или кликните для вибора файла;Перетягніть сюди файл з ОТП токенами або клікніть для вибору файлу;otp.import.downloadArea
1628;Переход не найден;Перехід не знайдено;workflow_actionNotFound
4160;Перечень балансовых номеров счетов для интеграции с АБС банка;Перелік балансових номерів рахунків для інтеграції з АБС банку;property_INTEGRATION_REQUEST_ACCOUNT_BALANCE_NUMBERS
2681;Период;Період;paymentOrder_period
1775;Период валютирования платежей (максимальное колличество дней);Період валютування платежів (максимальна кількість днів);property_MAX_VALUE_DAYS
2655;Период до;Період до;invoice_date_to
3010;Период от;Період від;invoice_date_from
3593;Периодичность;Періодичність;standing.order.periodicity
